retailer,diamond_type,shape,polish,symmetry,fluorescence,retail_price,price_carat,qualityScore,qualityMaxScore,cut,color,clarity,carat,report,price_2025,price_carat_2025
eterna luxe,lab,round,Excellent,Excellent,None,647.0,681.05,18.0,18.0,ideal,E,VS1,0.95,IGI,647.0,681.05
michelle kennedy,lab,round,Excellent,Excellent,None,666.65,701.74,18.0,18.0,ideal,E,VS1,0.95,IGI,666.65,701.74
nova stars,lab,round,Excellent,Excellent,None,630.0,663.16,18.0,18.0,ideal,E,VS1,0.95,IGI,630.0,663.16
roma diamonds,lab,round,Excellent,Excellent,None,641.0,674.74,18.0,18.0,ideal,E,VS1,0.95,IGI,641.0,674.74
tamara,lab,round,Excellent,Excellent,None,646.0,680.0,18.0,18.0,ideal,E,VS1,0.95,IGI,646.0,680.0
temperley,lab,round,Excellent,Excellent,None,651.0,685.26,18.0,18.0,ideal,E,VS1,0.95,IGI,651.0,685.26
white lily,lab,round,Excellent,Excellent,None,659.68,694.4,17.0,18.0,ideal,E,VS1,0.95,IGI,659.68,694.4
temperley,lab,round,Excellent,Excellent,None,721.0,605.88,18.0,18.0,super ideal,I,VS1,1.19,IGI,721.0,605.88
rosella,lab,round,Very Good,Very Good,None,302.0,419.44,17.0,18.0,very good,D,VS2,0.72,IGI,302.0,419.44
white lily,lab,round,Very Good,Very Good,None,362.18,503.03,16.0,18.0,very good,D,VS2,0.72,IGI,362.18,503.03
white lily,lab,round,Excellent,Excellent,None,3645.68,1649.63,18.0,18.0,ideal,I,VS2,2.21,IGI,3645.68,1649.63
emilia sterling,lab,round,Excellent,Very Good,None,1233.0,765.84,18.0,18.0,super ideal,J,VS1,1.61,IGI,1233.0,765.84
michelle kennedy,lab,round,Excellent,Excellent,None,1288.0,800.0,18.0,18.0,super ideal,J,VS1,1.61,IGI,1288.0,800.0
cirrus gems,lab,princess,Excellent,Excellent,None,1342.52,987.15,15.0,15.0,super ideal,F,VVS2,1.36,IGI,1342.52,987.15
fabiola,lab,princess,Excellent,Excellent,None,1358.0,998.53,15.0,15.0,super ideal,F,VVS2,1.36,IGI,1358.0,998.53
jane brear,lab,princess,Excellent,Excellent,None,1382.0,1016.18,15.0,15.0,super ideal,F,VVS2,1.36,IGI,1382.0,1016.18
periwinkle stones,lab,princess,Excellent,Excellent,None,1386.0,1019.12,15.0,15.0,super ideal,F,VVS2,1.36,IGI,1386.0,1019.12
promenade jewelry,lab,princess,Excellent,Excellent,None,1325.0,974.26,15.0,15.0,super ideal,F,VVS2,1.36,IGI,1325.0,974.26
roma diamonds,lab,round,Excellent,Excellent,None,1853.0,1470.63,18.0,18.0,super ideal,F,VVS1,1.26,IGI,1853.0,1470.63
silva diamonds,lab,round,Excellent,Excellent,None,1109.0,880.16,18.0,18.0,super ideal,F,VVS1,1.26,IGI,1109.0,880.16
rosella,lab,oval,Very Good,Very Good,None,303.0,594.12,14.0,15.0,very good,E,VS2,0.51,IGI,303.0,594.12
temperley,lab,round,Excellent,Excellent,None,1856.0,923.38,18.0,18.0,ideal,J,SI1,2.01,IGI,1856.0,923.38
meridian crafts,lab,oval,Excellent,Excellent,None,310.0,720.93,0.0,0.0,very good,E,VVS2,0.43,IGI,310.0,720.93
promenade jewelry,lab,oval,Excellent,Very Good,None,300.0,697.67,15.0,15.0,very good,E,VVS2,0.43,IGI,300.0,697.67
diamonds by zoya,lab,oval,Very Good,Very Good,None,330.0,600.0,14.0,15.0,very good,E,VS2,0.55,IGI,330.0,600.0
michelle kennedy,lab,oval,Excellent,Excellent,None,340.29,618.71,15.0,15.0,very good,E,VS2,0.55,IGI,340.29,618.71
silva diamonds,lab,oval,Excellent,Excellent,None,331.0,601.82,15.0,15.0,very good,E,VS2,0.55,IGI,331.0,601.82
vega diamonds,lab,oval,Very Good,Excellent,None,307.88,559.78,15.0,15.0,very good,E,VS2,0.55,IGI,307.88,559.78
emilia sterling,lab,emerald,Excellent,Excellent,None,830.0,709.4,15.0,15.0,super ideal,E,VS2,1.17,IGI,830.0,709.4
jane brear,lab,emerald,Excellent,Excellent,None,903.0,771.79,15.0,15.0,super ideal,E,VS2,1.17,IGI,903.0,771.79
michelle kennedy,lab,emerald,Excellent,Excellent,None,903.0,771.79,15.0,15.0,super ideal,E,VS2,1.17,IGI,903.0,771.79
temperley,lab,emerald,Excellent,Excellent,None,903.0,771.79,15.0,15.0,super ideal,E,VS2,1.17,IGI,903.0,771.79
tilia diamonds,lab,emerald,Excellent,Excellent,None,861.67,736.47,15.0,15.0,super ideal,E,VS2,1.17,IGI,861.67,736.47
white lily,lab,emerald,Excellent,Excellent,None,903.0,771.79,15.0,15.0,super ideal,E,VS2,1.17,IGI,903.0,771.79
bayside gems,lab,emerald,Excellent,Excellent,None,2045.15,1017.49,15.0,15.0,super ideal,G,VS2,2.01,IGI,2045.15,1017.49
cirrus gems,lab,emerald,Excellent,Excellent,None,2034.54,1012.21,15.0,15.0,super ideal,G,VS2,2.01,IGI,2034.54,1012.21
genesis stones,lab,emerald,Excellent,Excellent,None,2092.0,1040.8,15.0,15.0,super ideal,G,VS2,2.01,IGI,2092.0,1040.8
jane brear,lab,emerald,Excellent,Excellent,None,2415.0,1201.49,15.0,15.0,super ideal,G,VS2,2.01,IGI,2415.0,1201.49
marlowe & co,lab,emerald,Excellent,Excellent,None,2052.0,1020.9,15.0,15.0,super ideal,G,VS2,2.01,IGI,2052.0,1020.9
mei & co,lab,emerald,Excellent,Excellent,None,1996.0,993.03,15.0,15.0,super ideal,G,VS2,2.01,IGI,1996.0,993.03
michelle kennedy,lab,emerald,Excellent,Excellent,None,2013.0,1001.49,15.0,15.0,super ideal,G,VS2,2.01,IGI,2013.0,1001.49
n. b. diamonds,lab,emerald,Excellent,Excellent,None,2032.61,1011.25,15.0,15.0,super ideal,G,VS2,2.01,IGI,2032.61,1011.25
nebula stones,lab,emerald,Excellent,Excellent,None,2052.0,1020.9,15.0,15.0,super ideal,G,VS2,2.01,IGI,2052.0,1020.9
serene peaks diamonds,lab,emerald,Excellent,Excellent,None,2032.78,1011.33,15.0,15.0,super ideal,G,VS2,2.01,IGI,2032.78,1011.33
simetría,lab,emerald,Excellent,Excellent,None,2032.0,1010.95,15.0,15.0,super ideal,G,VS2,2.01,IGI,2032.0,1010.95
taiga gems,lab,emerald,Excellent,Excellent,None,2028.8,1009.35,15.0,15.0,super ideal,G,VS2,2.01,IGI,2028.8,1009.35
temperley,lab,emerald,Excellent,Excellent,None,2310.57,1149.54,15.0,15.0,super ideal,G,VS2,2.01,IGI,2310.57,1149.54
white lily,lab,emerald,Excellent,Excellent,None,2049.0,1019.4,15.0,15.0,super ideal,G,VS2,2.01,IGI,2049.0,1019.4
diamonds by zoya,lab,radiant,Excellent,Excellent,None,810.0,786.41,14.0,15.0,very good,E,VS2,1.03,IGI,810.0,786.41
jane brear,lab,radiant,Excellent,Excellent,None,827.13,803.04,14.0,15.0,very good,E,VS2,1.03,IGI,827.13,803.04
lotus creation,lab,radiant,Excellent,Excellent,None,794.32,771.18,15.0,15.0,very good,E,VS2,1.03,IGI,794.32,771.18
michelle kennedy,lab,radiant,Excellent,Excellent,None,827.13,803.04,14.0,15.0,very good,E,VS2,1.03,IGI,827.13,803.04
rosella,lab,radiant,Excellent,Excellent,None,775.0,752.43,15.0,15.0,very good,E,VS2,1.03,IGI,775.0,752.43
avignon diamonds,lab,round,Excellent,Excellent,None,2116.0,1012.44,18.0,18.0,super ideal,F,VS1,2.09,IGI,2116.0,1012.44
cv diamonds,lab,round,Excellent,Excellent,None,2137.0,1022.49,18.0,18.0,super ideal,F,VS1,2.09,IGI,2137.0,1022.49
camden gems,lab,round,Excellent,Excellent,None,2115.0,1011.96,18.0,18.0,super ideal,F,VS1,2.09,IGI,2115.0,1011.96
cirrus gems,lab,round,Excellent,Excellent,None,2087.0,998.56,18.0,18.0,super ideal,F,VS1,2.09,IGI,2087.0,998.56
clermont diamonds,lab,round,Excellent,Excellent,None,2121.0,1014.83,18.0,18.0,super ideal,F,VS1,2.09,IGI,2121.0,1014.83
diamonds by zoya,lab,round,Excellent,Excellent,None,2111.0,1010.05,18.0,18.0,super ideal,F,VS1,2.09,IGI,2111.0,1010.05
emilia sterling,lab,round,Excellent,Excellent,None,2065.0,988.04,18.0,18.0,super ideal,F,VS1,2.09,IGI,2065.0,988.04
grace brooks,lab,round,Excellent,Excellent,None,2158.08,1032.57,18.0,18.0,super ideal,F,VS1,2.09,IGI,2158.08,1032.57
jane brear,lab,round,Excellent,Excellent,None,2232.78,1068.32,18.0,18.0,super ideal,F,VS1,2.09,IGI,2232.78,1068.32
la marquise,lab,round,Excellent,Excellent,None,2276.0,1089.0,18.0,18.0,super ideal,F,VS1,2.09,IGI,2276.0,1089.0
mei & co,lab,round,Excellent,Excellent,None,2108.0,1008.61,18.0,18.0,super ideal,F,VS1,2.09,IGI,2108.0,1008.61
michelle kennedy,lab,round,Excellent,Excellent,None,2257.0,1079.9,18.0,18.0,super ideal,F,VS1,2.09,IGI,2257.0,1079.9
nebula stones,lab,round,Excellent,Excellent,None,2197.0,1051.2,18.0,18.0,super ideal,F,VS1,2.09,IGI,2197.0,1051.2
oasis diamonds,lab,round,Excellent,Excellent,None,2201.94,1053.56,18.0,18.0,super ideal,F,VS1,2.09,IGI,2201.94,1053.56
phoenix crafts,lab,round,Excellent,Excellent,None,2211.0,1057.89,18.0,18.0,super ideal,F,VS1,2.09,IGI,2211.0,1057.89
rosella,lab,round,Excellent,Excellent,None,2089.0,999.52,18.0,18.0,super ideal,F,VS1,2.09,IGI,2089.0,999.52
sigma diamonds,lab,round,Excellent,Excellent,None,2136.0,1022.01,18.0,18.0,super ideal,F,VS1,2.09,IGI,2136.0,1022.01
stellar radiance,lab,round,Excellent,Excellent,None,2115.0,1011.96,18.0,18.0,super ideal,F,VS1,2.09,IGI,2115.0,1011.96
taiga gems,lab,round,Excellent,Excellent,None,2178.0,1042.11,18.0,18.0,super ideal,F,VS1,2.09,IGI,2178.0,1042.11
tamara,lab,round,Excellent,Excellent,None,2143.0,1025.36,18.0,18.0,super ideal,F,VS1,2.09,IGI,2143.0,1025.36
temperley,lab,round,Excellent,Excellent,None,2226.0,1065.07,18.0,18.0,super ideal,F,VS1,2.09,IGI,2226.0,1065.07
thalassa gems,lab,round,Excellent,Excellent,None,2113.0,1011.0,18.0,18.0,super ideal,F,VS1,2.09,IGI,2113.0,1011.0
tierra mia diamonds,lab,round,Excellent,Excellent,None,2106.0,1007.66,18.0,18.0,super ideal,F,VS1,2.09,IGI,2106.0,1007.66
vega diamonds,lab,round,Excellent,Excellent,None,2069.0,989.95,18.0,18.0,super ideal,F,VS1,2.09,IGI,2069.0,989.95
westport jewelry,lab,round,Excellent,Excellent,None,2074.0,992.34,18.0,18.0,super ideal,F,VS1,2.09,IGI,2074.0,992.34
white lily,lab,round,Excellent,Excellent,None,2257.0,1079.9,18.0,18.0,super ideal,F,VS1,2.09,IGI,2257.0,1079.9
cirrus gems,lab,round,Excellent,Excellent,None,1307.0,768.82,18.0,18.0,super ideal,G,SI1,1.7,IGI,1307.0,768.82
white lily,lab,round,Excellent,Excellent,None,1337.0,786.47,18.0,18.0,super ideal,G,SI1,1.7,IGI,1337.0,786.47
emilia sterling,lab,pear,Excellent,Very Good,None,838.72,748.86,15.0,15.0,very good,F,VS2,1.12,IGI,838.72,748.86
albert's creations,lab,round,Excellent,Excellent,None,2264.0,975.86,18.0,18.0,super ideal,G,VS2,2.32,IGI,2264.0,975.86
cirrus gems,lab,round,Excellent,Excellent,None,2172.0,936.21,18.0,18.0,super ideal,G,VS2,2.32,IGI,2172.0,936.21
jane brear,lab,round,Excellent,Excellent,None,2253.0,971.12,18.0,18.0,super ideal,G,VS2,2.32,IGI,2253.0,971.12
michelle kennedy,lab,round,Excellent,Excellent,None,2243.0,966.81,18.0,18.0,super ideal,G,VS2,2.32,IGI,2243.0,966.81
temperley,lab,round,Excellent,Excellent,None,2260.0,974.14,18.0,18.0,super ideal,G,VS2,2.32,IGI,2260.0,974.14
white lily,lab,round,Excellent,Excellent,None,2267.0,977.16,18.0,18.0,super ideal,G,VS2,2.32,IGI,2267.0,977.16
eternity fine jewelers,lab,round,Excellent,Excellent,None,334.32,586.53,18.0,18.0,ideal,E,VVS1,0.57,IGI,334.32,586.53
iris diamonds,lab,round,Excellent,Excellent,None,327.0,573.68,18.0,18.0,ideal,E,VVS1,0.57,IGI,327.0,573.68
meadow & co,lab,round,Excellent,Excellent,None,337.0,591.23,18.0,18.0,ideal,E,VVS1,0.57,IGI,337.0,591.23
meridian crafts,lab,round,Excellent,Excellent,None,347.0,608.77,18.0,18.0,ideal,E,VVS1,0.57,IGI,347.0,608.77
michelle kennedy,lab,round,Excellent,Excellent,None,366.16,642.39,18.0,18.0,ideal,E,VVS1,0.57,IGI,366.16,642.39
sara's diamonds,lab,round,Excellent,Excellent,None,320.0,561.4,18.0,18.0,ideal,E,VVS1,0.57,IGI,320.0,561.4
vespera gems,lab,round,Excellent,Excellent,None,327.19,574.02,18.0,18.0,ideal,E,VVS1,0.57,IGI,327.19,574.02
white lily,lab,round,Excellent,Excellent,None,347.26,609.23,18.0,18.0,ideal,E,VVS1,0.57,IGI,347.26,609.23
avignon diamonds,lab,round,Excellent,Excellent,None,1578.0,886.52,18.0,18.0,super ideal,G,VS1,1.78,IGI,1578.0,886.52
cirrus gems,lab,round,Excellent,Excellent,None,1546.17,868.63,18.0,18.0,super ideal,G,VS1,1.78,IGI,1546.17,868.63
clermont diamonds,lab,round,Excellent,Excellent,None,1569.12,881.53,18.0,18.0,super ideal,G,VS1,1.78,IGI,1569.12,881.53
ember star,lab,round,Excellent,Excellent,None,1524.94,856.71,18.0,18.0,super ideal,G,VS1,1.78,IGI,1524.94,856.71
eternity fine jewelers,lab,round,Excellent,Excellent,None,1593.0,894.94,18.0,18.0,super ideal,G,VS1,1.78,IGI,1593.0,894.94
fuji diamonds,lab,round,Excellent,Excellent,None,1579.95,887.61,18.0,18.0,super ideal,G,VS1,1.78,IGI,1579.95,887.61
jane brear,lab,round,Excellent,Excellent,None,1607.92,903.33,18.0,18.0,super ideal,G,VS1,1.78,IGI,1607.92,903.33
michelle kennedy,lab,round,Excellent,Excellent,None,1608.0,903.37,18.0,18.0,super ideal,G,VS1,1.78,IGI,1608.0,903.37
serene peaks diamonds,lab,round,Excellent,Excellent,None,1586.03,891.03,18.0,18.0,super ideal,G,VS1,1.78,IGI,1586.03,891.03
white lily,lab,round,Excellent,Excellent,None,3054.65,1311.01,18.0,18.0,super ideal,J,SI1,2.33,IGI,3054.65,1311.01
clermont diamonds,lab,round,Excellent,Excellent,None,1395.0,866.46,18.0,18.0,super ideal,G,VS1,1.61,IGI,1395.0,866.46
jane brear,lab,round,Excellent,Excellent,None,1464.64,909.71,18.0,18.0,super ideal,G,VS1,1.61,IGI,1464.64,909.71
meridian crafts,lab,round,Excellent,Excellent,None,1437.0,892.55,18.0,18.0,super ideal,G,VS1,1.61,IGI,1437.0,892.55
michelle kennedy,lab,round,Excellent,Excellent,None,1449.0,900.0,18.0,18.0,super ideal,G,VS1,1.61,IGI,1449.0,900.0
riviera jewels,lab,round,Excellent,Excellent,None,1414.0,878.26,18.0,18.0,super ideal,G,VS1,1.61,IGI,1414.0,878.26
temperley,lab,round,Excellent,Excellent,None,1416.0,879.5,18.0,18.0,super ideal,G,VS1,1.61,IGI,1416.0,879.5
westminster diamonds,lab,round,Excellent,Excellent,None,1401.0,870.19,18.0,18.0,super ideal,G,VS1,1.61,IGI,1401.0,870.19
white lily,lab,round,Excellent,Excellent,None,1508.0,936.65,18.0,18.0,super ideal,G,VS1,1.61,IGI,1508.0,936.65
artemis stones,lab,round,Excellent,Excellent,None,1183.27,845.19,18.0,18.0,ideal,F,VS1,1.4,IGI,1183.27,845.19
cirrus gems,lab,round,Excellent,Excellent,None,1160.11,828.65,18.0,18.0,ideal,F,VS1,1.4,IGI,1160.11,828.65
clermont diamonds,lab,round,Excellent,Excellent,None,1178.08,841.49,18.0,18.0,ideal,F,VS1,1.4,IGI,1178.08,841.49
ember star,lab,round,Excellent,Excellent,None,1146.0,818.57,18.0,18.0,ideal,F,VS1,1.4,IGI,1146.0,818.57
fiona clément,lab,round,Very Good,Excellent,None,1169.0,835.0,18.0,18.0,ideal,F,VS1,1.4,IGI,1169.0,835.0
jane brear,lab,round,Excellent,Excellent,None,1216.88,869.2,18.0,18.0,ideal,F,VS1,1.4,IGI,1216.88,869.2
marlowe & co,lab,round,Excellent,Excellent,None,1226.0,875.71,18.0,18.0,ideal,F,VS1,1.4,IGI,1226.0,875.71
mei & co,lab,round,Excellent,Excellent,None,1177.08,840.77,18.0,18.0,ideal,F,VS1,1.4,IGI,1177.08,840.77
michelle kennedy,lab,round,Excellent,Excellent,None,1209.92,864.23,18.0,18.0,ideal,F,VS1,1.4,IGI,1209.92,864.23
nova stars,lab,round,Excellent,Excellent,None,1169.0,835.0,18.0,18.0,ideal,F,VS1,1.4,IGI,1169.0,835.0
periwinkle stones,lab,round,Excellent,Excellent,None,1199.0,856.43,18.0,18.0,ideal,F,VS1,1.4,IGI,1199.0,856.43
roma diamonds,lab,round,Excellent,Excellent,None,2015.0,1439.29,18.0,18.0,ideal,F,VS1,1.4,IGI,2015.0,1439.29
serene peaks diamonds,lab,round,Excellent,Excellent,None,1187.04,847.89,18.0,18.0,ideal,F,VS1,1.4,IGI,1187.04,847.89
silva diamonds,lab,round,Excellent,Excellent,None,1174.0,838.57,18.0,18.0,ideal,F,VS1,1.4,IGI,1174.0,838.57
starlight crafts,lab,round,Excellent,Excellent,None,1170.0,835.71,18.0,18.0,ideal,F,VS1,1.4,IGI,1170.0,835.71
tamara,lab,round,Excellent,Excellent,None,1207.0,862.14,18.0,18.0,ideal,F,VS1,1.4,IGI,1207.0,862.14
temperley,lab,round,Excellent,Excellent,None,1203.0,859.29,18.0,18.0,ideal,F,VS1,1.4,IGI,1203.0,859.29
white lily,lab,round,Excellent,Excellent,None,1203.95,859.96,18.0,18.0,ideal,F,VS1,1.4,IGI,1203.95,859.96
bayside gems,lab,round,Excellent,Excellent,None,1157.0,746.45,18.0,18.0,ideal,E,SI1,1.55,IGI,1157.0,746.45
marlowe & co,lab,round,Excellent,Excellent,None,1213.0,782.58,18.0,18.0,ideal,E,SI1,1.55,IGI,1213.0,782.58
riviera jewels,lab,round,Excellent,Excellent,None,1193.0,769.68,18.0,18.0,ideal,E,SI1,1.55,IGI,1193.0,769.68
temperley,lab,round,Excellent,Excellent,None,1207.0,778.71,18.0,18.0,ideal,E,SI1,1.55,IGI,1207.0,778.71
thalassa gems,lab,round,Excellent,Excellent,None,1189.0,767.1,18.0,18.0,ideal,E,SI1,1.55,IGI,1189.0,767.1
white lily,lab,round,Excellent,Excellent,None,1201.0,774.84,18.0,18.0,ideal,E,SI1,1.55,IGI,1201.0,774.84
clermont diamonds,lab,cushion,Excellent,Excellent,None,5395.0,1740.32,15.0,15.0,super ideal,E,VS1,3.1,IGI,5395.0,1740.32
grace brooks,lab,cushion,Excellent,Excellent,None,5400.0,1741.94,15.0,15.0,super ideal,E,VS1,3.1,IGI,5400.0,1741.94
hill & holland,lab,cushion,Excellent,Excellent,None,5886.52,1898.88,15.0,15.0,super ideal,E,VS1,3.1,IGI,5886.52,1898.88
hoseki,lab,cushion,Excellent,Excellent,None,5547.08,1789.38,15.0,15.0,super ideal,E,VS1,3.1,IGI,5547.08,1789.38
jane brear,lab,cushion,Excellent,Excellent,None,5280.0,1703.23,15.0,15.0,super ideal,E,VS1,3.1,IGI,5280.0,1703.23
michelle kennedy,lab,cushion,Excellent,Excellent,None,5427.0,1750.65,15.0,15.0,super ideal,E,VS1,3.1,IGI,5427.0,1750.65
periwinkle stones,lab,cushion,Excellent,Excellent,None,5529.0,1783.55,15.0,15.0,super ideal,E,VS1,3.1,IGI,5529.0,1783.55
taiga gems,lab,cushion,Excellent,Excellent,None,5283.0,1704.19,15.0,15.0,super ideal,E,VS1,3.1,IGI,5283.0,1704.19
temperley,lab,cushion,Excellent,Excellent,None,5649.31,1822.36,15.0,15.0,super ideal,E,VS1,3.1,IGI,5649.31,1822.36
white lily,lab,cushion,Excellent,Excellent,None,5282.0,1703.87,15.0,15.0,super ideal,E,VS1,3.1,IGI,5282.0,1703.87
bondiam,lab,oval,Excellent,Excellent,None,1629.0,958.24,15.0,15.0,super ideal,I,VS1,1.7,IGI,1629.0,958.24
michelle kennedy,lab,oval,Excellent,Excellent,None,1527.0,898.24,15.0,15.0,super ideal,I,VS1,1.7,IGI,1527.0,898.24
taiga gems,lab,oval,Excellent,Excellent,None,1481.51,871.48,15.0,15.0,super ideal,I,VS1,1.7,IGI,1481.51,871.48
michelle kennedy,lab,round,Excellent,Excellent,None,1540.0,747.57,18.0,18.0,super ideal,I,VS1,2.06,IGI,1540.0,747.57
white lily,lab,round,Excellent,Excellent,None,3422.0,1661.17,18.0,18.0,super ideal,I,VS1,2.06,IGI,3422.0,1661.17
michelle kennedy,lab,oval,Excellent,Excellent,None,4008.86,1597.16,15.0,15.0,super ideal,I,SI1,2.51,IGI,4008.86,1597.16
michelle kennedy,lab,round,Excellent,Excellent,None,1335.0,737.57,18.0,18.0,ideal,J,VS1,1.81,IGI,1335.0,737.57
white lily,lab,round,Excellent,Excellent,None,1339.0,739.78,18.0,18.0,ideal,J,VS1,1.81,IGI,1339.0,739.78
diamonds by zoya,lab,oval,Very Good,Very Good,None,313.0,727.91,14.0,15.0,very good,E,VS1,0.43,IGI,313.0,727.91
jane brear,lab,oval,Very Good,Very Good,None,324.0,753.49,15.0,15.0,very good,E,VS1,0.43,IGI,324.0,753.49
meridian crafts,lab,oval,Excellent,Very Good,None,325.0,755.81,15.0,15.0,very good,E,VS1,0.43,IGI,325.0,755.81
promenade jewelry,lab,oval,Excellent,Very Good,None,300.0,697.67,15.0,15.0,very good,E,VS1,0.43,IGI,300.0,697.67
cirrus gems,lab,round,Excellent,Excellent,None,935.23,766.58,18.0,18.0,super ideal,I,VVS2,1.22,IGI,935.23,766.58
jane brear,lab,round,Excellent,Excellent,None,3508.0,1670.48,18.0,18.0,ideal,I,VS1,2.1,IGI,3508.0,1670.48
michelle kennedy,lab,round,Excellent,Excellent,None,1582.0,753.33,18.0,18.0,ideal,I,VS1,2.1,IGI,1582.0,753.33
nebula stones,lab,round,Excellent,Excellent,None,1644.0,782.86,18.0,18.0,ideal,I,VS1,2.1,IGI,1644.0,782.86
temperley,lab,round,Excellent,Excellent,None,3508.0,1670.48,18.0,18.0,ideal,I,VS1,2.1,IGI,3508.0,1670.48
diamonds by zoya,lab,round,Excellent,Excellent,None,804.96,725.19,18.0,18.0,super ideal,D,VS1,1.11,IGI,804.96,725.19
ember star,lab,round,Excellent,Excellent,None,795.0,716.22,18.0,18.0,super ideal,D,VS1,1.11,IGI,795.0,716.22
emilia sterling,lab,round,Excellent,Excellent,None,781.0,703.6,18.0,18.0,super ideal,D,VS1,1.11,IGI,781.0,703.6
eternity fine jewelers,lab,round,Excellent,Excellent,None,806.94,726.97,18.0,18.0,super ideal,D,VS1,1.11,IGI,806.94,726.97
hoseki,lab,round,Excellent,Excellent,None,804.0,724.32,18.0,18.0,super ideal,D,VS1,1.11,IGI,804.0,724.32
infinity diamonds,lab,round,Excellent,Excellent,None,809.0,728.83,18.0,18.0,super ideal,D,VS1,1.11,IGI,809.0,728.83
jane brear,lab,round,Excellent,Excellent,None,835.8,752.97,18.0,18.0,super ideal,D,VS1,1.11,IGI,835.8,752.97
lotus creation,lab,round,Excellent,Excellent,None,805.9,726.04,18.0,18.0,super ideal,D,VS1,1.11,IGI,805.9,726.04
magnolia,lab,round,Excellent,Excellent,None,785.0,707.21,18.0,18.0,super ideal,D,VS1,1.11,IGI,785.0,707.21
marlowe & co,lab,round,Excellent,Excellent,None,803.0,723.42,18.0,18.0,super ideal,D,VS1,1.11,IGI,803.0,723.42
michelle kennedy,lab,round,Excellent,Excellent,None,817.89,736.84,18.0,18.0,super ideal,D,VS1,1.11,IGI,817.89,736.84
oasis diamonds,lab,round,Excellent,Excellent,None,841.77,758.35,18.0,18.0,super ideal,D,VS1,1.11,IGI,841.77,758.35
periwinkle stones,lab,round,Excellent,Excellent,None,821.0,739.64,18.0,18.0,super ideal,D,VS1,1.11,IGI,821.0,739.64
sara's diamonds,lab,round,Excellent,Excellent,None,770.0,693.69,18.0,18.0,super ideal,D,VS1,1.11,IGI,770.0,693.69
silva diamonds,lab,round,Excellent,Excellent,None,788.0,709.91,18.0,18.0,super ideal,D,VS1,1.11,IGI,788.0,709.91
starlight crafts,lab,round,Excellent,Excellent,None,799.0,719.82,18.0,18.0,super ideal,D,VS1,1.11,IGI,799.0,719.82
temperley,lab,round,Excellent,Excellent,None,820.0,738.74,18.0,18.0,super ideal,D,VS1,1.11,IGI,820.0,738.74
tilia diamonds,lab,round,Excellent,Excellent,None,799.0,719.82,18.0,18.0,super ideal,D,VS1,1.11,IGI,799.0,719.82
vega diamonds,lab,round,Excellent,Excellent,None,776.0,699.1,18.0,18.0,super ideal,D,VS1,1.11,IGI,776.0,699.1
white lily,lab,round,Excellent,Excellent,None,821.0,739.64,18.0,18.0,super ideal,D,VS1,1.11,IGI,821.0,739.64
white lily,lab,oval,Excellent,Excellent,None,1675.58,968.54,15.0,15.0,super ideal,I,VS1,1.73,IGI,1675.58,968.54
michelle kennedy,lab,oval,Excellent,Excellent,None,3121.0,1168.91,15.0,15.0,super ideal,G,VS1,2.67,IGI,3121.0,1168.91
nebula stones,lab,oval,Excellent,Excellent,None,3199.92,1198.47,15.0,15.0,super ideal,G,VS1,2.67,IGI,3199.92,1198.47
white lily,lab,oval,Excellent,Excellent,None,3062.37,1146.96,15.0,15.0,super ideal,G,VS1,2.67,IGI,3062.37,1146.96
michelle kennedy,lab,round,Excellent,Excellent,None,318.0,548.28,18.0,18.0,super ideal,F,VVS2,0.58,IGI,318.0,548.28
temperley,lab,round,Excellent,Excellent,None,318.0,548.28,18.0,18.0,super ideal,F,VVS2,0.58,IGI,318.0,548.28
white lily,lab,round,Excellent,Excellent,None,309.0,532.76,18.0,18.0,super ideal,F,VVS2,0.58,IGI,309.0,532.76
elmwood diamonds,lab,oval,Very Good,Good,None,455.0,631.94,13.0,15.0,very good,D,VS1,0.72,IGI,455.0,631.94
jane brear,lab,oval,Very Good,Good,None,358.0,497.22,14.0,15.0,very good,D,VS1,0.72,IGI,358.0,497.22
magnolia,lab,oval,Very Good,Very Good,None,321.0,445.83,14.0,15.0,very good,D,VS1,0.72,IGI,321.0,445.83
michelle kennedy,lab,oval,Very Good,Very Good,None,351.0,487.5,14.0,15.0,very good,D,VS1,0.72,IGI,351.0,487.5
rosella,lab,oval,Very Good,Very Good,None,315.0,437.5,14.0,15.0,very good,D,VS1,0.72,IGI,315.0,437.5
temperley,lab,oval,Good,Good,None,383.16,532.17,11.0,15.0,very good,D,VS1,0.72,IGI,383.16,532.17
vega diamonds,lab,oval,Excellent,Excellent,None,328.15,455.76,15.0,15.0,very good,D,VS1,0.72,IGI,328.15,455.76
white lily,lab,oval,Excellent,Excellent,None,365.0,506.94,15.0,15.0,very good,D,VS1,0.72,IGI,365.0,506.94
white lily,lab,pear,Very Good,Very Good,None,533.0,969.09,15.0,15.0,very good,I,VS2,0.55,IGI,533.0,969.09
adalyn jewelry,lab,round,Excellent,Excellent,None,2871.0,1421.29,18.0,18.0,super ideal,E,VVS2,2.02,IGI,2871.0,1421.29
avignon diamonds,lab,round,Excellent,Excellent,None,2834.0,1402.97,18.0,18.0,super ideal,E,VVS2,2.02,IGI,2834.0,1402.97
