retailer,diamond_type,shape,polish,symmetry,fluorescence,retail_price,price_carat,qualityScore,qualityMaxScore,cut,color,clarity,carat,report,price_2025,price_carat_2025
brilliant earth,natural,cushion,Excellent,Excellent,None,8610.0,5064.705882352941,15.0,15.0,super ideal,I,VS2,1.7,GIA,6397.88,3763.46
brilliant earth,natural,heart,Excellent,Very Good,None,4730.0,5255.555555555556,15.0,15.0,very good,G,VVS2,0.9,GIA,3514.75,3905.28
brilliant earth,natural,round,Excellent,Excellent,Faint,738.12,2306.625,18.0,18.0,super ideal,G,SI1,0.32,GIA,548.48,1714.0
brilliant earth,natural,round,Excellent,Excellent,None,625.0,2403.846153846154,17.555555555555557,18.0,ideal,H,VVS2,0.26,GIA,464.42,1786.24
brilliant earth,natural,radiant,Excellent,Excellent,None,1580.0,3160.0,15.0,15.0,super ideal,E,VVS2,0.5,GIA,1174.06,2348.12
brilliant earth,natural,princess,Excellent,Good,None,1890.0,2700.0,13.8,15.0,very good,F,VS2,0.7,GIA,1404.41,2006.3
brilliant earth,natural,round,Very Good,Very Good,Faint,1725.0,2464.285714285714,13.75,18.0,good,J,SI2,0.7,GIA,1281.81,1831.15
brilliant earth,natural,round,Excellent,Excellent,Faint,5490.0,7038.461538461538,18.0,18.0,super ideal,D,VVS1,0.78,GIA,4079.49,5230.11
brilliant earth,natural,round,Excellent,Excellent,Faint,548.33,1827.7666666666669,17.8,18.0,ideal,J,VS2,0.3,GIA,407.45,1358.17
brilliant earth,natural,round,Excellent,Excellent,None,17320.0,9464.48087431694,18.0,18.0,super ideal,F,VS2,1.83,GIA,12870.07,7032.83
brilliant earth,natural,princess,Excellent,Very Good,None,6103.33,4068.8866666666668,14.0,15.0,ideal,H,SI2,1.5,GIA,4535.24,3023.49
brilliant earth,natural,round,Excellent,Excellent,Medium,17540.0,11693.333333333334,18.0,18.0,super ideal,D,VVS2,1.5,GIA,13033.55,8689.03
brilliant earth,natural,round,Excellent,Very Good,Faint,800.0,1777.7777777777778,15.5,18.0,very good,J,SI2,0.45,GIA,594.46,1321.02
brilliant earth,natural,round,Excellent,Excellent,Strong,10545.0,7030.0,17.875,18.0,super ideal,H,SI1,1.5,GIA,7835.73,5223.82
brilliant earth,natural,round,Excellent,Very Good,None,2756.67,3062.9666666666667,13.0,18.0,good,F,SI2,0.9,GIA,2048.41,2276.02
brilliant earth,natural,princess,Excellent,Excellent,Faint,910.0,2219.512195121951,14.5,15.0,ideal,E,VVS2,0.41,GIA,676.2,1649.27
brilliant earth,natural,round,Excellent,Excellent,Medium,5650.0,5432.692307692308,18.0,18.0,ideal,G,SI1,1.04,GIA,4198.38,4036.9
brilliant earth,natural,round,Excellent,Very Good,None,7190.0,5942.148760330579,15.0,18.0,very good,H,VVS2,1.21,GIA,5342.72,4415.47
brilliant earth,natural,round,Excellent,Excellent,None,5364.55,5960.611111111111,18.0,18.0,super ideal,E,VS1,0.9,GIA,3986.27,4429.19
brilliant earth,natural,round,Excellent,Excellent,None,2406.25,4078.389830508475,18.0,18.0,super ideal,F,VS2,0.59,GIA,1788.03,3030.55
brilliant earth,natural,round,Excellent,Excellent,Faint,1199.09,3633.60606060606,17.833333333333332,18.0,super ideal,E,IF,0.33,GIA,891.01,2700.04
brilliant earth,natural,round,Excellent,Excellent,Medium,8496.47,8496.47,17.72222222222222,18.0,super ideal,D,VS2,1.0,GIA,6313.52,6313.52
brilliant earth,natural,round,Very Good,Very Good,None,640.0,1729.7297297297298,15.333333333333334,18.0,very good,F,SI2,0.37,GIA,475.57,1285.32
brilliant earth,natural,round,Excellent,Excellent,None,819.0,2213.5135135135133,17.88235294117647,18.0,super ideal,F,SI1,0.37,GIA,608.58,1644.81
brilliant earth,natural,pear,Excellent,Very Good,None,966.67,1933.34,13.0,15.0,very good,E,SI2,0.5,GIA,718.31,1436.62
brilliant earth,natural,round,Very Good,Good,Faint,2320.0,4070.1754385964914,15.0,18.0,very good,D,VVS2,0.57,GIA,1723.94,3024.45
brilliant earth,natural,round,Excellent,Excellent,None,7475.0,7952.127659574468,18.0,18.0,super ideal,F,VVS1,0.94,GIA,5554.49,5909.03
brilliant earth,natural,emerald,Excellent,Excellent,None,2350.0,2937.5,15.0,15.0,ideal,G,VVS2,0.8,GIA,1746.23,2182.79
brilliant earth,natural,round,Very Good,Excellent,Strong,1337.2,2971.5555555555557,14.666666666666666,18.0,very good,F,VS1,0.45,GIA,993.64,2208.09
brilliant earth,natural,round,Excellent,Excellent,None,4407.5,5876.666666666667,17.833333333333332,18.0,super ideal,F,VVS1,0.75,GIA,3275.11,4366.81
brilliant earth,natural,oval,Excellent,Very Good,None,1400.0,2745.098039215686,14.875,15.0,ideal,F,SI1,0.51,GIA,1040.31,2039.82
brilliant earth,natural,round,Excellent,Excellent,Faint,648.0,2160.0,15.375,18.0,very good,H,VS2,0.3,GIA,481.51,1605.04
brilliant earth,natural,emerald,Excellent,Very Good,Faint,1585.0,2641.666666666667,14.5,15.0,ideal,D,VVS2,0.6,GIA,1177.78,1962.96
brilliant earth,natural,emerald,Excellent,Excellent,None,2272.0,3155.5555555555557,15.0,15.0,ideal,F,VS2,0.72,GIA,1688.27,2344.82
brilliant earth,natural,round,Excellent,Excellent,None,4040.0,5771.428571428572,17.666666666666668,18.0,ideal,F,IF,0.7,GIA,3002.03,4288.61
brilliant earth,natural,round,Excellent,Excellent,Strong,3885.0,4222.826086956522,17.5,18.0,super ideal,F,SI2,0.92,GIA,2886.85,3137.88
brilliant earth,natural,pear,Very Good,Very Good,Faint,701.67,2338.9,13.0,15.0,very good,D,VS1,0.3,GIA,521.39,1737.98
brilliant earth,natural,pear,Excellent,Very Good,Faint,1257.5,2515.0,13.88888888888889,15.0,very good,E,VS2,0.5,GIA,934.42,1868.84
brilliant earth,natural,round,Excellent,Excellent,None,8940.0,7327.868852459016,18.0,18.0,super ideal,G,VS2,1.22,GIA,6643.1,5445.16
brilliant earth,natural,round,Excellent,Excellent,None,570.0,1838.7096774193549,15.0,18.0,very good,I,VS1,0.31,GIA,423.55,1366.3
brilliant earth,natural,round,Excellent,Excellent,None,1590.0,2944.4444444444443,17.77777777777778,18.0,super ideal,I,VVS1,0.54,GIA,1181.49,2187.95
brilliant earth,natural,round,Very Good,Good,None,1300.0,2452.830188679245,15.0,18.0,very good,D,SI2,0.53,GIA,966.0,1822.64
brilliant earth,natural,princess,Excellent,Very Good,None,1420.0,2730.7692307692305,14.75,15.0,ideal,G,VVS2,0.52,GIA,1055.17,2029.17
brilliant earth,natural,cushion,Excellent,Very Good,None,7400.0,4228.571428571428,15.0,15.0,super ideal,J,SI1,1.75,GIA,5498.76,3142.15
brilliant earth,natural,marquise,Excellent,Very Good,None,960.0,2400.0,15.0,15.0,ideal,G,VVS2,0.4,GIA,713.35,1783.38
brilliant earth,natural,emerald,Very Good,Very Good,None,1290.0,2529.4117647058824,14.0,15.0,very good,D,VVS2,0.51,GIA,958.57,1879.54
brilliant earth,natural,round,Excellent,Excellent,None,4475.0,6302.816901408451,18.0,18.0,super ideal,E,IF,0.71,GIA,3325.26,4683.47
brilliant earth,natural,pear,Very Good,Excellent,None,1540.0,2483.8709677419356,15.0,15.0,very good,D,SI1,0.62,GIA,1144.34,1845.7
brilliant earth,natural,emerald,Excellent,Excellent,None,3660.0,3623.762376237624,15.0,15.0,super ideal,J,VS2,1.01,GIA,2719.66,2692.73
brilliant earth,natural,round,Excellent,Excellent,Strong,12220.0,9257.575757575758,18.0,18.0,super ideal,E,VS1,1.32,GIA,9080.39,6879.08
brilliant earth,natural,emerald,Excellent,Very Good,None,940.0,1880.0,13.0,15.0,very good,H,SI2,0.5,GIA,698.49,1396.98
brilliant earth,natural,emerald,Excellent,Excellent,Faint,855.0,2375.0,14.5,15.0,ideal,D,VVS1,0.36,GIA,635.33,1764.81
brilliant earth,natural,round,Excellent,Very Good,Faint,3783.33,4729.162499999999,14.875,18.0,very good,E,VS1,0.8,GIA,2811.3,3514.13
brilliant earth,natural,cushion,Excellent,Very Good,Medium,4160.0,4622.222222222222,14.8,15.0,ideal,D,VS1,0.9,GIA,3091.2,3434.66
brilliant earth,natural,round,Excellent,Excellent,None,891.27,2785.21875,18.0,18.0,super ideal,E,VS2,0.32,GIA,662.28,2069.63
brilliant earth,natural,emerald,Excellent,Very Good,None,915.0,2287.5,14.555555555555555,15.0,ideal,D,VS1,0.4,GIA,679.91,1699.79
brilliant earth,natural,princess,Excellent,Very Good,None,2440.0,3012.3456790123455,15.0,15.0,super ideal,F,SI1,0.81,GIA,1813.11,2238.4
brilliant earth,natural,round,Excellent,Excellent,Faint,4647.5,5467.64705882353,18.0,18.0,super ideal,H,IF,0.85,GIA,3453.45,4062.88
brilliant earth,natural,marquise,Excellent,Excellent,None,4560.0,5629.62962962963,15.0,15.0,ideal,D,IF,0.81,GIA,3388.43,4183.24
brilliant earth,natural,pear,Excellent,Excellent,None,11280.0,5611.940298507463,13.714285714285714,15.0,ideal,J,SI2,2.01,GIA,8381.9,4170.1
brilliant earth,natural,round,Excellent,Excellent,None,6140.0,5116.666666666667,18.0,18.0,super ideal,J,IF,1.2,GIA,4562.49,3802.07
brilliant earth,natural,pear,Excellent,Very Good,Medium,4730.0,3941.666666666667,13.0,15.0,very good,D,SI2,1.2,GIA,3514.75,2928.96
brilliant earth,natural,emerald,Excellent,Excellent,None,1610.0,3037.7358490566035,15.0,15.0,ideal,E,VS1,0.53,GIA,1196.35,2257.27
brilliant earth,natural,round,Excellent,Excellent,None,12720.0,7482.352941176471,18.0,18.0,super ideal,G,SI1,1.7,GIA,9451.92,5559.96
brilliant earth,natural,round,Excellent,Excellent,Faint,1315.62,2631.24,18.0,18.0,super ideal,I,SI1,0.5,GIA,977.61,1955.21
brilliant earth,natural,marquise,Excellent,Very Good,Faint,930.0,2268.2926829268295,14.25,15.0,ideal,D,VVS1,0.41,GIA,691.06,1685.51
brilliant earth,natural,round,Very Good,Very Good,None,735.0,2450.0,13.8,18.0,good,I,VS1,0.3,GIA,546.16,1820.54
brilliant earth,natural,pear,Excellent,Excellent,None,2650.0,3732.3943661971834,15.0,15.0,ideal,G,VS1,0.71,GIA,1969.15,2773.45
brilliant earth,natural,round,Excellent,Excellent,None,8050.0,8298.96907216495,18.0,18.0,super ideal,F,VVS1,0.97,GIA,5981.76,6166.76
brilliant earth,natural,princess,Excellent,Very Good,Faint,4346.67,4346.67,14.8,15.0,ideal,H,VS1,1.0,GIA,3229.91,3229.91
brilliant earth,natural,princess,Excellent,Very Good,None,5600.0,5544.554455445545,14.6,15.0,ideal,F,VVS1,1.01,GIA,4161.22,4120.02
brilliant earth,natural,pear,Excellent,Excellent,None,1630.0,3260.0,15.0,15.0,super ideal,F,VVS2,0.5,GIA,1211.21,2422.43
brilliant earth,natural,pear,Excellent,Excellent,Faint,10090.0,5282.722513089006,13.0,15.0,ideal,I,SI2,1.91,GIA,7497.64,3925.46
brilliant earth,natural,oval,Excellent,Very Good,None,2170.0,3056.3380281690143,14.0,15.0,very good,H,SI1,0.71,GIA,1612.47,2271.09
brilliant earth,natural,round,Excellent,Excellent,None,9970.0,8669.565217391306,18.0,18.0,super ideal,E,VVS1,1.15,GIA,7408.47,6442.14
brilliant earth,natural,cushion,Excellent,Very Good,Medium,15390.0,7695.0,13.0,15.0,good,E,SI1,2.0,GIA,11435.94,5717.97
brilliant earth,natural,princess,Excellent,Very Good,None,740.0,2114.285714285714,15.0,15.0,ideal,D,VVS2,0.35,GIA,549.88,1571.07
brilliant earth,natural,round,Excellent,Excellent,Medium,10017.14,10017.14,18.0,18.0,super ideal,F,IF,1.0,GIA,7443.49,7443.49
brilliant earth,natural,oval,Excellent,Excellent,Faint,5470.0,3907.1428571428573,13.0,15.0,ideal,J,SI2,1.4,GIA,4064.62,2903.3
brilliant earth,natural,round,Very Good,Very Good,Very Strong,870.0,2558.8235294117644,16.0,18.0,very good,D,SI1,0.34,GIA,646.48,1901.4
brilliant earth,natural,cushion,Excellent,Very Good,Faint,3390.0,3766.6666666666665,14.875,15.0,ideal,G,VS1,0.9,GIA,2519.03,2798.92
brilliant earth,natural,emerald,Excellent,Very Good,Faint,1300.0,2500.0,14.5,15.0,ideal,H,VS1,0.52,GIA,966.0,1857.69
brilliant earth,natural,emerald,Excellent,Very Good,None,587.5,1835.9375,14.333333333333334,15.0,ideal,D,SI1,0.32,GIA,436.56,1364.24
brilliant earth,natural,round,Excellent,Very Good,None,3053.0,3392.222222222222,14.846153846153847,18.0,very good,J,VVS2,0.9,GIA,2268.61,2520.68
brilliant earth,natural,emerald,Excellent,Very Good,None,1162.86,2325.72,13.285714285714286,15.0,very good,F,VS2,0.5,GIA,864.09,1728.19
brilliant earth,natural,round,Excellent,Excellent,None,1031.11,2291.3555555555554,15.75,18.0,very good,I,VVS1,0.45,GIA,766.19,1702.65
brilliant earth,natural,round,Excellent,Excellent,None,760.0,1809.5238095238096,18.0,18.0,super ideal,H,SI2,0.42,GIA,564.74,1344.61
brilliant earth,natural,pear,Excellent,Good,None,12355.0,6177.5,12.0,15.0,very good,D,SI2,2.0,GIA,9180.7,4590.35
brilliant earth,natural,round,Excellent,Excellent,Faint,4080.0,5100.0,17.80952380952381,18.0,ideal,H,VVS1,0.8,GIA,3031.75,3789.69
brilliant earth,natural,round,Excellent,Excellent,None,1526.0,2774.5454545454545,18.0,18.0,super ideal,F,SI2,0.55,GIA,1133.93,2061.7
brilliant earth,natural,princess,Very Good,Good,None,3580.0,3977.777777777778,13.0,15.0,good,E,VS1,0.9,GIA,2660.21,2955.79
brilliant earth,natural,cushion,Excellent,Good,None,2480.0,2480.0,11.8,15.0,very good,J,SI2,1.0,GIA,1842.83,1842.83
brilliant earth,natural,cushion,Excellent,Excellent,None,8815.0,5876.666666666667,14.75,15.0,super ideal,E,SI1,1.5,GIA,6550.21,4366.81
brilliant earth,natural,round,Excellent,Excellent,None,6880.0,6811.881188118812,15.5,18.0,very good,E,VS1,1.01,GIA,5112.36,5061.74
brilliant earth,natural,oval,Excellent,Excellent,None,4320.0,4800.0,14.333333333333334,15.0,very good,F,VS1,0.9,GIA,3210.09,3566.76
brilliant earth,natural,oval,Excellent,Very Good,None,2370.0,2962.5,14.0,15.0,very good,G,SI2,0.8,GIA,1761.09,2201.36
brilliant earth,natural,cushion,Excellent,Excellent,None,8650.0,5766.666666666667,15.0,15.0,ideal,H,VS1,1.5,GIA,6427.61,4285.07
brilliant earth,natural,oval,Excellent,Very Good,Faint,1460.0,2807.6923076923076,15.0,15.0,super ideal,F,SI1,0.52,GIA,1084.89,2086.33
brilliant earth,natural,pear,Excellent,Very Good,Faint,2740.0,3859.154929577465,15.0,15.0,ideal,G,VS2,0.71,GIA,2036.03,2867.64
brilliant earth,natural,pear,Excellent,Very Good,None,1500.0,3000.0,14.7,15.0,ideal,E,VVS1,0.5,GIA,1114.61,2229.23
brilliant earth,natural,round,Excellent,Excellent,None,6255.0,6798.913043478261,18.0,18.0,super ideal,G,VVS1,0.92,GIA,4647.94,5052.11
brilliant earth,natural,round,Excellent,Excellent,Strong,1620.0,2945.454545454545,18.0,18.0,super ideal,D,SI2,0.55,GIA,1203.78,2188.7
brilliant earth,natural,oval,Excellent,Excellent,None,810.0,1883.7209302325582,14.0,15.0,ideal,E,SI2,0.43,GIA,601.89,1399.75
brilliant earth,natural,round,Excellent,Excellent,None,10890.0,8712.0,18.0,18.0,super ideal,G,IF,1.25,GIA,8092.1,6473.68
brilliant earth,natural,round,Excellent,Very Good,Medium,1910.0,3820.0,13.5,18.0,good,E,VVS2,0.5,GIA,1419.27,2838.55
brilliant earth,natural,pear,Very Good,Very Good,None,700.0,2187.5,15.0,15.0,ideal,D,SI1,0.32,GIA,520.15,1625.48
brilliant earth,natural,round,Very Good,Very Good,None,4450.0,4890.10989010989,15.0,17.0,very good,F,VVS2,0.91,GIA,3306.69,3633.72
brilliant earth,natural,round,Excellent,Excellent,None,800.0,1860.46511627907,18.0,18.0,super ideal,I,SI1,0.43,GIA,594.46,1382.47
brilliant earth,natural,emerald,Excellent,Very Good,None,2970.0,3960.0,15.0,15.0,super ideal,E,VVS1,0.75,GIA,2206.94,2942.58
brilliant earth,natural,round,Excellent,Excellent,None,1020.0,2914.2857142857147,17.866666666666667,18.0,ideal,H,VS1,0.35,GIA,757.94,2165.54
brilliant earth,natural,radiant,Excellent,Very Good,None,2420.0,2688.8888888888887,13.0,15.0,very good,J,SI2,0.9,GIA,1798.24,1998.05
brilliant earth,natural,cushion,Excellent,Excellent,None,10270.0,6801.324503311258,15.0,15.0,ideal,F,VVS2,1.51,GIA,7631.39,5053.9
brilliant earth,natural,marquise,Very Good,Very Good,Faint,940.0,2540.5405405405404,15.0,15.0,ideal,E,VVS2,0.37,GIA,698.49,1887.81
brilliant earth,natural,marquise,Excellent,Excellent,Faint,940.0,2350.0,14.5,15.0,ideal,H,VS1,0.4,GIA,698.49,1746.23
brilliant earth,natural,emerald,Excellent,Very Good,None,1740.0,3346.153846153846,14.571428571428571,15.0,ideal,F,VVS1,0.52,GIA,1292.95,2486.45
brilliant earth,natural,round,Excellent,Excellent,Faint,8700.0,6350.364963503649,18.0,18.0,super ideal,D,SI2,1.37,GIA,6464.76,4718.8
brilliant earth,natural,cushion,Excellent,Excellent,None,15230.0,8015.789473684211,13.5,15.0,very good,G,VS1,1.9,GIA,11317.05,5956.34
brilliant earth,natural,round,Excellent,Excellent,Strong,1523.23,3384.9555555555553,17.916666666666668,18.0,super ideal,D,VS1,0.45,GIA,1131.88,2515.28
brilliant earth,natural,round,Excellent,Very Good,None,3620.0,3549.0196078431372,15.666666666666666,18.0,very good,J,SI1,1.02,GIA,2689.93,2637.19
brilliant earth,natural,round,Excellent,Excellent,None,570.0,1727.2727272727273,17.88888888888889,18.0,super ideal,J,VVS2,0.33,GIA,423.55,1283.49
brilliant earth,natural,round,Excellent,Very Good,None,1631.84,3263.68,15.0,18.0,very good,D,SI1,0.5,GIA,1212.58,2425.16
brilliant earth,natural,princess,Excellent,Very Good,None,3300.0,3300.0,13.166666666666666,15.0,very good,I,SI1,1.0,GIA,2452.15,2452.15
brilliant earth,natural,emerald,Excellent,Very Good,None,2370.0,3385.714285714286,13.166666666666666,15.0,very good,G,VVS2,0.7,GIA,1761.09,2515.84
brilliant earth,natural,emerald,Excellent,Very Good,Faint,860.0,1720.0,14.333333333333334,15.0,ideal,J,VS1,0.5,GIA,639.05,1278.09
brilliant earth,natural,princess,Excellent,Excellent,None,3880.0,3880.0,13.5,15.0,ideal,E,SI2,1.0,GIA,2883.13,2883.13
brilliant earth,natural,princess,Excellent,Excellent,Faint,9830.0,6509.933774834437,14.833333333333334,15.0,ideal,G,VS1,1.51,GIA,7304.44,4837.37
brilliant earth,natural,round,Excellent,Excellent,Medium,3783.33,5254.625,18.0,18.0,super ideal,D,VVS2,0.72,GIA,2811.3,3904.58
brilliant earth,natural,round,Excellent,Excellent,None,4397.74,5497.174999999999,17.928571428571427,18.0,super ideal,F,VS1,0.8,GIA,3267.85,4084.82
brilliant earth,natural,cushion,Very Good,Very Good,None,4590.0,3762.2950819672133,13.0,15.0,very good,H,SI1,1.22,GIA,3410.72,2795.67
brilliant earth,natural,round,Excellent,Excellent,None,960.0,2086.9565217391305,17.875,18.0,super ideal,J,VVS2,0.46,GIA,713.35,1550.77
brilliant earth,natural,emerald,Excellent,Excellent,None,2460.0,3369.8630136986303,15.0,15.0,super ideal,E,SI1,0.73,GIA,1827.97,2504.06
brilliant earth,natural,princess,Excellent,Very Good,None,800.0,1600.0,14.0,15.0,ideal,H,SI2,0.5,GIA,594.46,1188.92
brilliant earth,natural,round,Excellent,Excellent,None,7200.0,6050.420168067227,18.0,18.0,super ideal,F,SI1,1.19,GIA,5350.15,4495.92
brilliant earth,natural,round,Excellent,Excellent,Faint,6951.43,4965.307142857143,17.571428571428573,18.0,super ideal,I,SI2,1.4,GIA,5165.44,3689.6
brilliant earth,natural,round,Excellent,Excellent,None,2330.0,3883.3333333333335,15.0,18.0,very good,H,IF,0.6,GIA,1731.37,2885.61
brilliant earth,natural,oval,Excellent,Excellent,Faint,2280.0,2850.0,15.0,15.0,ideal,J,SI1,0.8,GIA,1694.21,2117.77
brilliant earth,natural,heart,Excellent,Very Good,None,680.0,2266.666666666667,14.333333333333334,15.0,ideal,D,SI1,0.3,GIA,505.29,1684.31
brilliant earth,natural,round,Excellent,Excellent,Strong,10105.0,9810.679611650485,18.0,18.0,super ideal,F,IF,1.03,GIA,7508.78,7290.08
brilliant earth,natural,round,Excellent,Very Good,None,1680.0,2366.1971830985917,14.5,18.0,very good,I,SI2,0.71,GIA,1248.37,1758.26
brilliant earth,natural,emerald,Excellent,Very Good,None,1120.0,2240.0,14.6,15.0,ideal,I,VS1,0.5,GIA,832.24,1664.49
brilliant earth,natural,oval,Excellent,Very Good,None,1490.0,2865.3846153846152,15.0,15.0,ideal,F,VS2,0.52,GIA,1107.18,2129.2
brilliant earth,natural,round,Excellent,Excellent,Faint,980.0,2450.0,17.866666666666667,18.0,ideal,D,SI2,0.4,GIA,728.21,1820.54
brilliant earth,natural,pear,Excellent,Very Good,None,8940.0,4966.666666666667,13.0,15.0,ideal,J,SI2,1.8,GIA,6643.1,3690.61
brilliant earth,natural,pear,Excellent,Very Good,None,860.0,2529.411764705882,15.0,15.0,ideal,D,VS1,0.34,GIA,639.05,1879.54
brilliant earth,natural,round,Excellent,Very Good,None,850.0,3400.0,15.333333333333334,18.0,very good,E,VVS2,0.25,GIA,631.61,2526.46
brilliant earth,natural,heart,Excellent,Excellent,None,2890.0,3141.304347826087,15.0,15.0,super ideal,I,SI1,0.92,GIA,2147.49,2334.23
brilliant earth,natural,emerald,Excellent,Very Good,None,2103.33,3004.7571428571428,13.333333333333334,15.0,very good,D,VS1,0.7,GIA,1562.93,2232.76
brilliant earth,natural,oval,Excellent,Very Good,Faint,1630.0,3134.6153846153843,14.833333333333334,15.0,ideal,F,VVS1,0.52,GIA,1211.21,2329.26
brilliant earth,natural,oval,Excellent,Excellent,None,3210.0,4585.714285714286,15.0,15.0,super ideal,D,VVS2,0.7,GIA,2385.27,3407.53
brilliant earth,natural,round,Excellent,Excellent,None,1005.0,2716.2162162162163,17.941176470588236,18.0,ideal,F,VS2,0.37,GIA,746.79,2018.35
brilliant earth,natural,heart,Excellent,Very Good,None,2040.0,2914.2857142857147,14.0,15.0,super ideal,D,SI2,0.7,GIA,1515.87,2165.54
brilliant earth,natural,marquise,Excellent,Excellent,Medium,2880.0,4056.3380281690143,14.75,15.0,ideal,D,VS1,0.71,GIA,2140.06,3014.17
brilliant earth,natural,marquise,Excellent,Excellent,Faint,1340.0,2680.0,14.5,15.0,very good,H,VS1,0.5,GIA,995.72,1991.44
brilliant earth,natural,heart,Excellent,Excellent,None,660.0,1885.7142857142858,15.0,15.0,very good,H,VVS2,0.35,GIA,490.43,1401.23
brilliant earth,natural,oval,Excellent,Very Good,Faint,1620.0,2945.454545454545,14.666666666666666,15.0,ideal,E,VVS1,0.55,GIA,1203.78,2188.7
brilliant earth,natural,round,Excellent,Excellent,None,998.33,2852.371428571429,18.0,18.0,super ideal,G,VVS2,0.35,GIA,741.83,2119.53
brilliant earth,natural,emerald,Excellent,Excellent,Faint,15780.0,7890.0,15.0,15.0,super ideal,F,SI1,2.0,GIA,11725.74,5862.87
brilliant earth,natural,pear,Excellent,Very Good,None,2810.0,3902.777777777778,15.0,15.0,ideal,F,VS1,0.72,GIA,2088.04,2900.06
brilliant earth,natural,round,Excellent,Excellent,None,10610.0,8224.806201550387,18.0,18.0,super ideal,D,VVS2,1.29,GIA,7884.03,6111.65
brilliant earth,natural,pear,Excellent,Good,None,1090.0,2137.254901960784,12.25,15.0,very good,E,SI2,0.51,GIA,809.95,1588.14
brilliant earth,natural,round,Excellent,Excellent,Strong,588.46,2353.84,17.88888888888889,18.0,super ideal,F,VS1,0.25,GIA,437.27,1749.08
brilliant earth,natural,princess,Very Good,Very Good,None,3345.0,3345.0,13.2,15.0,ideal,G,SI2,1.0,GIA,2485.59,2485.59
brilliant earth,natural,oval,Excellent,Very Good,Faint,3385.0,4231.25,14.8,15.0,ideal,F,VS2,0.8,GIA,2515.31,3144.14
brilliant earth,natural,round,Excellent,Excellent,Faint,640.0,2064.516129032258,15.5,18.0,very good,I,VVS1,0.31,GIA,475.57,1534.09
brilliant earth,natural,round,Excellent,Excellent,Faint,902.0,2909.6774193548385,17.75,18.0,ideal,E,VVS1,0.31,GIA,670.25,2162.11
brilliant earth,natural,round,Excellent,Excellent,Faint,2660.0,3283.9506172839506,17.9,18.0,super ideal,J,VS1,0.81,GIA,1976.58,2440.22
brilliant earth,natural,round,Excellent,Excellent,None,2690.0,4338.709677419355,18.0,18.0,super ideal,D,VS1,0.62,GIA,1998.87,3223.99
brilliant earth,natural,cushion,Excellent,Very Good,None,2770.0,3077.777777777778,12.0,15.0,very good,F,SI2,0.9,GIA,2058.32,2287.02
brilliant earth,natural,round,Excellent,Excellent,None,3674.0,4592.5,15.333333333333334,18.0,very good,D,VS1,0.8,GIA,2730.06,3412.58
brilliant earth,natural,round,Excellent,Excellent,None,1700.0,2833.3333333333335,17.764705882352942,18.0,ideal,H,SI1,0.6,GIA,1263.23,2105.38
brilliant earth,natural,pear,Excellent,Excellent,Faint,1110.0,1850.0,15.0,15.0,very good,I,SI1,0.6,GIA,824.81,1374.69
brilliant earth,natural,oval,Excellent,Very Good,None,4302.14,4302.14,13.222222222222221,15.0,ideal,F,SI2,1.0,GIA,3196.82,3196.82
brilliant earth,natural,heart,Excellent,Excellent,None,2330.0,2912.5,14.0,15.0,ideal,F,SI2,0.8,GIA,1731.37,2164.21
brilliant earth,natural,round,Excellent,Very Good,Medium,5730.0,5730.0,15.0,18.0,very good,H,VVS1,1.0,GIA,4257.82,4257.82
brilliant earth,natural,cushion,Excellent,Very Good,Medium,4180.0,4138.6138613861385,14.923076923076923,15.0,ideal,F,VS2,1.01,GIA,3106.06,3075.3
brilliant earth,natural,round,Excellent,Excellent,None,825.16,2500.484848484848,18.0,18.0,super ideal,G,VVS1,0.33,GIA,613.16,1858.05
brilliant earth,natural,oval,Excellent,Excellent,Medium,4252.5,4210.39603960396,13.6,15.0,super ideal,G,SI2,1.01,GIA,3159.93,3128.64
brilliant earth,natural,round,Excellent,Excellent,Faint,8940.0,8127.272727272727,18.0,18.0,super ideal,E,VS2,1.1,GIA,6643.1,6039.18
brilliant earth,natural,oval,Excellent,Very Good,None,755.33,2436.548387096774,15.0,15.0,ideal,D,VS1,0.31,GIA,561.27,1810.54
brilliant earth,natural,heart,Excellent,Very Good,None,748.89,2496.3,14.666666666666666,15.0,ideal,E,VS2,0.3,GIA,556.48,1854.94
brilliant earth,natural,cushion,Excellent,Very Good,None,3280.0,3247.5247524752476,12.2,15.0,very good,F,SI2,1.01,GIA,2437.29,2413.16
brilliant earth,natural,pear,Excellent,Excellent,None,2065.0,2828.7671232876714,14.0,15.0,ideal,F,SI2,0.73,GIA,1534.45,2101.99
brilliant earth,natural,round,Excellent,Very Good,None,7146.15,7146.15,14.842105263157896,18.0,very good,E,VS1,1.0,GIA,5310.13,5310.13
brilliant earth,natural,heart,Very Good,Very Good,Faint,1330.0,1873.2394366197184,14.666666666666666,15.0,ideal,J,SI1,0.71,GIA,988.29,1391.96
brilliant earth,natural,round,Excellent,Excellent,Medium,1720.83,3441.66,13.857142857142858,18.0,good,D,VS2,0.5,GIA,1278.71,2557.41
brilliant earth,natural,round,Excellent,Excellent,None,800.0,2105.2631578947367,17.90909090909091,18.0,super ideal,G,SI1,0.38,GIA,594.46,1564.37
brilliant earth,natural,pear,Excellent,Very Good,None,1710.0,3288.4615384615386,15.0,15.0,ideal,E,VVS2,0.52,GIA,1270.66,2443.58
