cut,color,clarity,carat,report,shape,price
Very Good,I,SI1,1.36,GIA,Round,6590.0
Very Good,E,VVS1,0.25,GIA,Round,700.0
Ideal,I,VS1,1.01,GIA,Radiant,3790.0
Very Good,D,VVS2,0.75,GIA,Round,4000.0
Ideal,E,SI2,0.8,IGI,Round,2540.0
Super Ideal,J,VVS2,0.43,GIA,Round,925.0
Ideal,E,VVS1,0.32,GIA,Princess,635.0
Super Ideal,D,VS1,0.52,GIA,Marquise,1920.0
Ideal,G,VVS1,0.9,GIA,Asscher,3330.0
Ideal,D,SI1,0.31,GIA,Round,726.0
Super Ideal,F,VS2,0.9,GIA,Asscher,3220.0
Good,D,VVS1,1.0,GIA,Emerald,6570.0
Super Ideal,D,SI1,0.37,GIA,Round,923.33
Super Ideal,H,VS1,1.51,GIA,Oval,10930.0
Super Ideal,H,IF,0.36,GIA,Round,1056.67
Super Ideal,H,VVS1,1.12,GIA,Round,6810.0
Ideal,I,SI1,0.72,GIA,Cushion,1980.0
Super Ideal,D,SI1,1.01,GIA,Pear,4550.0
Ideal,I,VS2,0.33,GIA,Oval,540.0
Ideal,E,VS1,0.37,GIA,Round,1010.0
Ideal,G,VVS1,0.6,GIA,Round,2020.0
Very Good,F,SI2,0.38,GIA,Heart,640.0
Very Good,E,VS1,0.51,GIA,Princess,1350.0
Very Good,D,SI2,0.3,GIA,Heart,630.0
Ideal,F,SI2,0.8,IGI,Round,2320.0
Very Good,I,VS1,0.7,GIA,Emerald,2120.0
Good,I,SI2,1.0,GIA,Oval,3560.0
Super Ideal,G,VS1,1.23,GIA,Round,8585.0
Very Good,E,SI2,1.2,GIA,Round,5140.0
Good,G,VVS1,1.3,GIA,Radiant,7760.0
Super Ideal,H,IF,0.45,GIA,Heart,1230.0
Very Good,G,SI2,0.5,GIA,Pear,917.5
Super Ideal,I,SI2,0.54,GIA,Round,1092.5
Super Ideal,D,VS1,0.9,GIA,Cushion,4260.0
Very Good,G,VS2,0.53,GIA,Pear,1190.0
Good,D,SI1,0.7,GIA,Emerald,1970.0
Good,F,SI1,0.7,GIA,Cushion,1785.0
Super Ideal,G,VVS2,0.51,GIA,Round,2191.43
Ideal,H,VS1,0.6,GIA,Round,1895.0
Super Ideal,H,VVS1,0.61,GIA,Round,2530.0
Very Good,H,SI1,0.6,GIA,Round,1775.0
Very Good,G,VS2,0.75,GIA,Pear,2990.0
Super Ideal,G,SI1,1.08,GIA,Round,5750.0
Very Good,H,SI1,0.51,GIA,Round,1430.0
Super Ideal,I,VS1,0.92,GIA,Round,4330.0
Super Ideal,E,VS2,1.54,GIA,Round,13930.0
Ideal,I,SI2,0.9,GIA,Marquise,2820.0
Ideal,G,SI1,0.34,GIA,Heart,690.0
Super Ideal,I,SI1,1.71,GIA,Cushion,8070.0
Good,J,VVS2,1.0,GIA,Round,3876.67
Very Good,F,SI1,0.3,GIA,Pear,531.88
Ideal,E,VVS1,0.9,GIA,Emerald,4410.0
Ideal,D,SI2,0.9,GIA,Round,3760.0
Ideal,H,SI1,1.09,GIA,Round,6650.0
Very Good,H,VVS2,0.97,GIA,Oval,5280.0
Very Good,I,SI2,1.21,GIA,Cushion,3910.0
Super Ideal,E,VS2,0.31,GIA,Round,875.33
Super Ideal,I,VVS1,2.01,GIA,Round,17625.0
Super Ideal,E,VVS1,0.55,GIA,Oval,1930.0
Very Good,F,SI2,1.0,GIA,Oval,4080.0
Ideal,D,SI2,0.51,GIA,Oval,1230.0
Ideal,D,SI1,0.35,GIA,Marquise,736.67
Very Good,I,SI2,1.5,IGI,Pear,5970.0
Good,G,VS1,1.03,GIA,Round,4900.0
Ideal,D,VS2,0.65,GIA,Marquise,1840.0
Super Ideal,F,VS1,0.62,GIA,Round,2600.0
Very Good,F,SI1,0.7,GIA,Emerald,1800.0
Super Ideal,D,SI1,2.02,GIA,Cushion,14670.0
Ideal,G,VS2,0.59,GIA,Heart,1480.0
Very Good,E,SI1,1.8,GIA,Cushion,11700.0
Ideal,D,IF,0.4,GIA,Marquise,1270.0
Ideal,F,VS2,0.46,GIA,Round,1393.33
Ideal,I,VVS1,1.01,GIA,Emerald,4050.0
Very Good,F,SI2,0.9,GIA,Pear,3000.0
Very Good,G,VS1,1.2,GIA,Cushion,5115.0
Very Good,H,VS1,0.9,GIA,Princess,2970.0
Very Good,G,VS2,1.4,GIA,Cushion,7985.0
Ideal,G,SI2,0.71,GIA,Round,1670.0
Super Ideal,H,SI2,1.0,GIA,Round,4595.52
Ideal,G,SI1,0.31,GIA,Pear,527.5
Good,E,SI2,1.0,IGI,Heart,1940.0
Good,I,SI2,2.01,IGI,Princess,7840.0
Very Good,J,SI1,0.5,GIA,Princess,810.0
Good,G,VVS2,1.01,GIA,Round,6050.0
Super Ideal,F,VS1,1.19,GIA,Round,10520.0
Super Ideal,D,IF,0.4,GIA,Emerald,1245.0
Ideal,H,VS2,0.46,GIA,Round,1310.0
Ideal,D,VVS1,0.46,GIA,Emerald,1200.0
Super Ideal,I,SI1,1.0,GIA,Round,4913.89
Ideal,H,SI2,1.0,GIA,Oval,4287.27
Super Ideal,G,VS1,0.57,GIA,Round,2232.5
Ideal,E,VS1,0.4,GIA,Round,1226.33
Ideal,F,VS1,0.75,GIA,Oval,3060.0
Ideal,D,SI1,1.2,GIA,Princess,6060.0
Very Good,D,VVS2,1.0,GIA,Round,8280.0
Super Ideal,G,VS2,1.4,GIA,Round,10410.0
Super Ideal,H,VS1,0.36,GIA,Round,890.0
Ideal,G,VVS1,0.73,GIA,Cushion,2450.0
Good,D,SI1,0.3,GIA,Heart,670.0
Very Good,F,SI1,0.6,GIA,Marquise,1490.0
Super Ideal,J,VS2,1.01,GIA,Round,4749.09
Very Good,H,VS1,1.01,GIA,Round,6000.0
Super Ideal,H,SI2,1.6,GIA,Cushion,6370.0
Ideal,J,SI1,0.34,GIA,Round,480.0
Ideal,F,SI2,1.51,IGI,Princess,6570.0
Ideal,G,SI2,0.7,GIA,Pear,1880.0
Super Ideal,D,SI1,0.32,GIA,Emerald,610.0
Ideal,H,SI1,0.31,GIA,Pear,540.0
Super Ideal,F,VS2,1.3,GIA,Round,9770.0
Super Ideal,E,VVS2,0.47,GIA,Round,1833.33
Super Ideal,D,VS2,1.11,GIA,Round,7690.0
Super Ideal,I,SI1,1.7,GIA,Cushion,8330.0
Super Ideal,G,IF,0.52,GIA,Round,2338.0
Ideal,G,IF,0.54,GIA,Emerald,1460.0
Very Good,J,SI2,1.5,GIA,Oval,6380.0
Good,H,VVS1,0.64,GIA,Pear,1980.0
Super Ideal,I,VVS2,0.83,GIA,Round,3300.0
Ideal,H,VS1,0.91,GIA,Heart,3490.0
Ideal,E,VS1,0.75,GIA,Emerald,2380.0
Very Good,G,VVS1,0.77,GIA,Oval,3120.0
Super Ideal,D,IF,1.13,GIA,Round,18300.0
Super Ideal,D,VS1,1.05,GIA,Round,8343.33
Super Ideal,F,SI1,0.7,GIA,Cushion,1970.0
Super Ideal,E,VVS2,0.57,GIA,Round,2553.64
Super Ideal,H,VS2,1.71,GIA,Cushion,10540.0
Very Good,D,SI2,0.9,GIA,Pear,3513.33
Very Good,D,SI1,0.59,GIA,Round,1600.0
Very Good,I,SI2,0.91,GIA,Round,2370.0
Super Ideal,F,VVS2,1.03,GIA,Princess,6180.0
Ideal,J,SI1,0.71,GIA,Pear,1550.0
Good,G,VS1,0.48,GIA,Princess,990.0
Ideal,F,SI1,0.37,GIA,Emerald,613.33
Ideal,F,SI1,0.52,GIA,Marquise,1320.0
Good,I,VVS2,0.5,GIA,Round,1350.0
Ideal,G,VS2,1.09,GIA,Round,6970.0
Ideal,G,VS2,0.5,GIA,Princess,1100.0
Ideal,H,IF,0.3,GIA,Marquise,630.0
Super Ideal,D,SI2,0.34,GIA,Emerald,590.0
Super Ideal,H,VVS1,1.22,GIA,Round,8650.0
Super Ideal,H,VS1,0.42,GIA,Round,1155.71
Very Good,D,VVS1,0.9,GIA,Round,6197.5
Super Ideal,G,VS1,0.65,GIA,Round,2721.43
Ideal,I,VS2,1.9,GIA,Princess,11350.0
Ideal,H,SI2,1.6,GIA,Pear,9210.0
Super Ideal,I,VVS2,0.91,GIA,Round,4460.0
Ideal,F,VVS2,0.91,GIA,Pear,4470.0
Very Good,J,SI2,0.9,GIA,Oval,2520.0
Super Ideal,J,SI2,1.25,GIA,Round,4890.0
Ideal,J,SI2,0.51,GIA,Pear,960.0
Very Good,H,SI2,1.2,GIA,Princess,4330.0
Ideal,I,VVS2,2.01,IGI,Round,14350.0
Super Ideal,H,VVS1,0.58,GIA,Round,2380.0
Super Ideal,E,VVS2,0.9,GIA,Emerald,4370.0
Ideal,E,IF,0.4,GIA,Round,1530.0
Very Good,G,SI1,0.3,GIA,Emerald,435.0
Super Ideal,G,SI1,1.0,GIA,Asscher,2980.0
Super Ideal,I,VS1,0.51,GIA,Round,1610.0
Ideal,I,SI1,0.71,GIA,Cushion,1910.0
Super Ideal,F,VS1,1.02,GIA,Cushion,4640.0
Ideal,D,VS1,0.25,GIA,Round,591.0
Super Ideal,G,VVS2,0.62,GIA,Round,2546.67
Super Ideal,G,IF,0.25,GIA,Round,620.0
Good,E,SI1,1.5,GIA,Princess,7530.0
Very Good,I,SI1,1.5,GIA,Oval,8730.0
Ideal,I,VS2,0.5,GIA,Princess,1200.0
Ideal,D,SI1,0.82,GIA,Emerald,2130.0
Ideal,G,SI1,1.0,GIA,Princess,4186.67
Super Ideal,G,VS1,1.55,GIA,Princess,10550.0
Very Good,E,IF,0.33,GIA,Round,960.0
Very Good,D,SI2,1.5,GIA,Cushion,6470.0
Super Ideal,J,VVS1,1.2,GIA,Round,5900.0
Ideal,D,IF,0.41,GIA,Princess,1560.0
Ideal,E,VS1,0.7,GIA,Round,3140.0
Super Ideal,H,SI2,0.7,GIA,Cushion,2060.0
Super Ideal,I,VVS1,0.84,GIA,Round,3850.0
Super Ideal,G,SI2,0.32,GIA,Round,606.67
Super Ideal,G,VS1,1.7,GIA,Cushion,11670.0
Super Ideal,J,VS1,2.29,GIA,Round,13570.0
Super Ideal,J,IF,2.1,GIA,Round,17020.0
Ideal,G,VS2,1.4,GIA,Princess,8280.0
Super Ideal,F,VS1,0.65,GIA,Pear,2360.0
Very Good,E,SI2,0.65,GIA,Round,1790.0
Very Good,D,VS2,0.5,GIA,Cushion,1460.0
Very Good,E,VVS1,1.0,GIA,Round,8413.33
Super Ideal,J,VS1,1.0,GIA,Oval,3720.0
Super Ideal,I,SI1,1.9,GIA,Round,13430.0
Super Ideal,E,VVS1,1.5,GIA,Pear,14710.0
Very Good,H,VS2,1.5,GIA,Round,9580.0
Super Ideal,D,SI2,0.9,GIA,Emerald,2670.0
Very Good,E,VS1,0.33,GIA,Heart,750.0
Ideal,D,VS1,1.02,GIA,Oval,5640.0
Very Good,E,VS2,0.8,GIA,Cushion,3200.0
Ideal,G,VS2,0.91,GIA,Princess,3190.0
Very Good,E,VS2,0.42,GIA,Pear,975.0
Very Good,I,SI1,0.8,GIA,Round,2515.56
Ideal,D,SI2,1.21,GIA,Cushion,4570.0
Very Good,I,VVS1,0.6,GIA,Round,1708.75
Super Ideal,D,VVS2,0.3,GIA,Round,961.94
Ideal,D,SI1,0.45,GIA,Princess,890.0
Very Good,G,SI2,2.0,IGI,Round,10520.0
Super Ideal,H,SI2,1.51,GIA,Oval,9275.0
Very Good,E,SI1,1.7,GIA,Oval,14150.0
Super Ideal,H,VVS2,0.71,GIA,Pear,2560.0
Super Ideal,G,VS2,0.54,GIA,Round,2098.0
Super Ideal,F,VS2,0.71,GIA,Round,3440.0
Ideal,F,VS2,0.8,GIA,Pear,2915.0
Super Ideal,F,VVS2,0.43,GIA,Round,1420.0
Super Ideal,G,VS2,0.58,GIA,Round,2318.18
Very Good,F,VS2,0.8,GIA,Emerald,2480.0
Ideal,D,SI2,0.4,GIA,Emerald,810.0
Ideal,E,SI2,1.0,GIA,Heart,3220.0
Ideal,G,VVS2,0.52,GIA,Oval,1510.0
Ideal,D,VS2,2.06,GIA,Princess,17110.0
Super Ideal,H,VS1,1.02,GIA,Round,6765.0
Super Ideal,J,VS1,0.55,GIA,Round,1160.0
Very Good,H,SI2,0.9,GIA,Heart,2580.0
Ideal,G,SI1,2.01,GIA,Princess,12980.0
Super Ideal,I,SI2,1.2,GIA,Oval,5188.0
Ideal,J,VVS1,0.3,GIA,Round,582.0
Super Ideal,I,SI2,1.05,GIA,Cushion,2980.0
Ideal,D,VS2,0.73,GIA,Princess,2170.0
Very Good,D,VS1,0.5,GIA,Marquise,1290.0
Super Ideal,G,VVS2,0.3,GIA,Round,818.77
Good,H,VVS1,1.51,GIA,Radiant,9700.0
Super Ideal,E,SI2,0.72,GIA,Cushion,2030.0
Ideal,D,VS2,0.52,GIA,Round,1870.0
Super Ideal,I,VS1,2.26,GIA,Emerald,15880.0
Very Good,G,SI1,0.3,GIA,Round,624.09
Very Good,I,VS2,0.72,IGI,Cushion,2150.0
Ideal,G,SI1,0.84,GIA,Emerald,2420.0
Super Ideal,I,SI1,0.73,GIA,Cushion,2060.0
Very Good,F,SI2,1.51,GIA,Oval,8360.0
Good,J,SI2,1.2,GIA,Princess,3650.0
Very Good,I,SI1,0.45,GIA,Round,853.33
Ideal,D,VS2,0.5,GIA,Pear,1271.33
Very Good,G,SI2,1.01,GIA,Cushion,3100.0
Ideal,I,SI1,1.0,GIA,Princess,3600.0
Very Good,I,VVS1,0.52,GIA,Emerald,970.0
Ideal,E,VS2,1.0,GIA,Pear,5020.0
Good,H,SI2,0.8,GIA,Round,2100.0
Ideal,F,VVS2,0.33,GIA,Heart,850.0
Super Ideal,E,VS1,1.2,GIA,Round,9960.0
Ideal,H,VS1,1.0,GIA,Round,5570.0
Very Good,H,SI2,2.0,GIA,Pear,13230.0
Super Ideal,F,IF,1.21,GIA,Oval,8950.0
Very Good,H,VS1,0.65,GIA,Emerald,1730.0
Ideal,H,SI1,0.35,GIA,Princess,525.0
Very Good,E,SI1,0.61,GIA,Round,1980.0
Very Good,J,VS1,0.71,GIA,Emerald,1920.0
Very Good,D,VVS2,1.01,GIA,Round,8142.22
Ideal,E,VVS1,0.52,GIA,Pear,1310.0
Very Good,D,SI1,0.91,GIA,Radiant,3110.0
Very Good,D,VS2,0.45,GIA,Round,1336.0
Super Ideal,H,VVS2,0.56,GIA,Round,2188.0
Ideal,G,SI2,0.5,GIA,Emerald,906.67
Ideal,F,SI1,1.2,GIA,Pear,5340.0
Good,G,VS2,0.83,GIA,Pear,3950.0
Very Good,G,VVS2,0.6,GIA,Pear,1540.0
Ideal,I,SI1,1.72,GIA,Cushion,7980.0
Very Good,F,SI1,0.96,GIA,Pear,3460.0
Very Good,G,SI1,0.59,GIA,Princess,1250.0
Ideal,D,SI2,1.01,GIA,Oval,4710.0
Ideal,I,SI2,1.01,IGI,Emerald,2630.0
Good,I,VS1,0.55,GIA,Princess,1060.0
Ideal,E,VS1,0.78,GIA,Round,3800.0
Good,D,SI2,0.9,GIA,Round,3170.0
Ideal,J,VS2,1.01,GIA,Oval,3570.0
Ideal,J,VVS2,0.4,GIA,Oval,700.0
Very Good,H,SI1,1.2,GIA,Pear,5490.0
Ideal,E,VS1,0.75,GIA,Princess,2620.0
Super Ideal,G,VVS1,0.91,GIA,Round,5785.0
Super Ideal,D,VS2,0.63,GIA,Round,2717.14
Super Ideal,E,VVS2,0.74,GIA,Round,4100.0
Super Ideal,F,VVS1,0.31,GIA,Round,970.61
Ideal,F,VS2,1.9,GIA,Princess,15180.0
Super Ideal,J,VS2,1.27,GIA,Round,5290.0
Ideal,F,VS2,0.32,GIA,Oval,630.0
Super Ideal,G,VVS1,0.66,GIA,Round,2920.0
Ideal,I,SI2,1.0,GIA,Cushion,2660.0
Ideal,D,VVS1,0.4,GIA,Pear,1115.0
Very Good,D,SI1,0.46,GIA,Oval,1140.0
Ideal,E,VS1,0.5,GIA,Pear,1375.0
Super Ideal,D,VS1,0.4,GIA,Princess,1120.0
Super Ideal,F,FL,0.31,GIA,Round,1160.0
Ideal,D,SI1,1.0,GIA,Oval,5762.86
Super Ideal,G,SI1,0.71,GIA,Round,2593.33
Very Good,F,VVS1,0.3,IGI,Round,930.0
Ideal,E,VS2,0.51,GIA,Marquise,1330.0
Super Ideal,G,IF,0.42,GIA,Round,1320.0
Ideal,I,VVS2,0.31,GIA,Princess,590.0
Ideal,E,VVS2,0.81,GIA,Cushion,3070.0
Super Ideal,I,SI1,2.5,GIA,Cushion,15430.0
Ideal,D,VVS2,0.59,GIA,Emerald,1670.0
Super Ideal,H,SI1,0.5,GIA,Oval,1160.0
Ideal,E,VVS1,0.44,GIA,Emerald,1100.0
Very Good,G,VS1,0.32,GIA,Oval,680.0
Very Good,E,SI1,1.02,GIA,Round,5575.0
Super Ideal,E,VVS2,0.33,GIA,Round,1015.43
Super Ideal,G,SI2,0.7,GIA,Oval,2180.0
Ideal,I,SI2,0.48,GIA,Round,990.0
Super Ideal,G,VS2,0.85,GIA,Round,4315.0
Super Ideal,H,IF,1.16,GIA,Round,7930.0
Good,E,VVS2,0.9,GIA,Round,4593.33
Ideal,E,SI1,0.32,GIA,Princess,548.5
Ideal,I,VS2,1.0,GIA,Round,4935.71
Very Good,J,SI2,0.8,GIA,Round,1958.33
Very Good,F,SI1,1.73,GIA,Cushion,10750.0
Ideal,G,IF,0.27,GIA,Round,630.0
Very Good,E,VVS2,1.0,GIA,Oval,6790.0
Ideal,D,VVS1,0.32,GIA,Oval,877.5
Ideal,E,VVS2,0.26,GIA,Round,686.67
Good,F,SI2,0.5,GIA,Emerald,670.0
Super Ideal,G,SI2,1.52,GIA,Pear,8030.0
Very Good,F,VVS2,0.8,GIA,Princess,2840.0
Super Ideal,J,VVS2,0.74,GIA,Round,2050.0
Super Ideal,I,SI2,0.86,GIA,Round,2790.0
Super Ideal,E,SI2,0.62,GIA,Round,1780.0
Super Ideal,H,SI1,0.5,GIA,Princess,1080.0
Ideal,J,VVS2,1.23,IGI,Round,5290.0
Super Ideal,E,VS2,1.01,GIA,Cushion,4285.0
Ideal,G,SI1,0.71,GIA,Oval,2090.0
Ideal,H,VS2,0.91,GIA,Cushion,3420.0
Super Ideal,G,VVS1,0.85,GIA,Round,4713.33
Super Ideal,G,VVS1,2.01,GIA,Cushion,17246.67
Ideal,H,SI2,1.71,GIA,Oval,9445.0
Good,H,SI2,1.21,GIA,Pear,5280.0
Super Ideal,G,VVS1,0.46,GIA,Round,1578.0
Very Good,E,VVS1,0.3,GIA,Princess,590.0
Super Ideal,I,VVS1,0.34,GIA,Round,685.0
Ideal,H,VS2,1.29,GIA,Cushion,5450.0
Ideal,E,VVS2,0.4,GIA,Pear,1103.33
Super Ideal,I,SI1,2.5,GIA,Princess,16780.0
Ideal,I,VVS1,0.71,GIA,Pear,2440.0
Super Ideal,I,VVS1,2.05,GIA,Cushion,12220.0
Ideal,D,IF,0.4,GIA,Round,1565.0
Super Ideal,I,SI2,2.01,GIA,Oval,13440.0
Super Ideal,D,SI2,0.31,GIA,Emerald,540.0
Ideal,D,SI1,0.72,GIA,Marquise,2640.0
Ideal,E,SI1,0.45,GIA,Princess,888.33
Super Ideal,D,VS2,0.25,GIA,Round,611.25
Super Ideal,H,VS2,0.58,GIA,Round,2328.18
Super Ideal,D,SI2,1.01,GIA,Emerald,3890.0
Super Ideal,J,VS2,0.54,GIA,Round,1203.33
Super Ideal,F,SI2,1.72,GIA,Round,11530.0
Good,E,VS1,1.21,GIA,Radiant,7970.0
Ideal,J,SI2,1.51,IGI,Princess,4705.0
Very Good,H,VS2,0.38,GIA,Oval,760.0
Good,I,SI2,0.54,GIA,Princess,930.0
Super Ideal,E,SI1,0.32,GIA,Pear,615.0
Ideal,I,VS2,0.5,GIA,Oval,990.0
Ideal,D,VS1,0.7,GIA,Emerald,2533.33
Super Ideal,F,SI1,1.22,GIA,Cushion,5510.0
Super Ideal,F,VS2,0.39,GIA,Round,1060.0
Ideal,I,VS1,0.76,GIA,Emerald,2240.0
Ideal,F,SI2,1.04,GIA,Pear,4120.0
Ideal,E,VVS2,0.3,GIA,Emerald,723.0
Ideal,G,VS2,0.9,GIA,Heart,3640.0
Super Ideal,D,VS2,0.35,GIA,Round,1017.39
Very Good,F,SI1,1.51,GIA,Cushion,8160.0
Ideal,H,SI2,0.7,GIA,Round,1950.0
Very Good,D,SI1,0.49,GIA,Princess,930.0
Ideal,G,SI2,0.49,GIA,Round,1140.0
Super Ideal,J,SI1,0.91,GIA,Round,3140.0
Super Ideal,E,VS1,1.03,GIA,Oval,7350.0
Ideal,E,SI1,0.4,GIA,Marquise,870.0
Ideal,E,SI2,1.4,GIA,Oval,9265.0
Ideal,F,VS2,1.51,GIA,Emerald,11280.0
Super Ideal,I,SI1,2.06,GIA,Princess,13260.0
Super Ideal,G,IF,0.35,GIA,Round,1020.0
Super Ideal,E,SI2,0.71,GIA,Cushion,1795.0
Super Ideal,H,VS2,1.7,GIA,Princess,10885.0
Very Good,I,VS2,0.4,GIA,Emerald,760.0
Ideal,D,VVS1,0.8,GIA,Round,4565.0
Super Ideal,I,VS1,0.81,GIA,Round,3153.33
Ideal,F,IF,0.51,GIA,Marquise,1630.0
Ideal,G,VS1,0.3,GIA,Pear,608.33
Ideal,H,VS1,0.25,GIA,Round,548.0
Super Ideal,D,VVS1,1.53,GIA,Cushion,15470.0
Ideal,H,SI2,1.8,IGI,Round,9100.0
Ideal,D,SI2,0.4,GIA,Princess,720.0
Very Good,G,VS1,0.45,GIA,Round,1307.33
Super Ideal,E,VVS1,1.56,GIA,Emerald,14690.0
Good,G,VVS2,0.7,GIA,Oval,2370.0
Ideal,E,VS1,0.25,GIA,Round,564.44
Ideal,F,SI2,1.5,GIA,Emerald,6670.0
Very Good,D,SI1,0.5,GIA,Pear,1251.67
Ideal,D,VS2,0.53,GIA,Oval,1540.0
Ideal,E,VS1,0.52,GIA,Emerald,1760.0
Super Ideal,F,VS2,1.57,GIA,Round,13060.0
Very Good,H,VS1,0.31,GIA,Princess,490.0
Super Ideal,J,VVS2,0.6,GIA,Round,1584.29
Super Ideal,G,SI2,1.01,GIA,Princess,3530.0
Very Good,J,VS2,0.9,GIA,Round,2867.27
Very Good,J,VVS2,0.45,GIA,Round,850.0
Very Good,E,VS1,0.47,GIA,Princess,1150.0
Super Ideal,I,VS1,2.01,GIA,Emerald,12680.0
Super Ideal,D,SI2,2.0,IGI,Oval,12950.0
Ideal,G,VS2,0.71,GIA,Princess,2013.33
Very Good,G,VS2,0.4,GIA,Emerald,910.0
Ideal,F,VS1,0.33,GIA,Round,815.0
Good,J,SI2,0.91,GIA,Cushion,2190.0
Ideal,E,SI2,1.21,GIA,Pear,4720.0
Ideal,H,VS1,0.31,GIA,Pear,570.0
Ideal,I,SI2,1.51,GIA,Princess,5880.0
Good,D,SI1,0.31,GIA,Oval,640.0
Very Good,D,VVS1,0.43,GIA,Emerald,1120.0
Ideal,E,SI2,1.51,GIA,Oval,9433.33
Super Ideal,J,VVS2,0.36,GIA,Round,770.0
Ideal,G,VS1,0.5,GIA,Pear,1319.17
Ideal,J,VVS1,0.9,GIA,Princess,2590.0
Ideal,F,VVS1,1.2,GIA,Emerald,8220.0
Very Good,G,VVS1,0.46,GIA,Emerald,870.0
Super Ideal,G,IF,0.91,GIA,Round,5835.0
Very Good,H,VVS1,0.4,GIA,Emerald,890.0
Ideal,E,SI2,0.98,GIA,Princess,2830.0
Super Ideal,D,SI1,1.32,GIA,Round,9180.0
Good,D,IF,1.02,GIA,Emerald,9580.0
Super Ideal,I,VVS2,1.71,GIA,Round,12270.0
Very Good,F,VVS1,0.35,GIA,Round,1070.0
Super Ideal,I,VVS1,1.41,GIA,Round,9040.0
Super Ideal,J,SI1,0.6,GIA,Round,1314.29
Ideal,I,VS2,0.41,GIA,Oval,690.0
Ideal,G,SI1,0.85,GIA,Cushion,2740.0
Super Ideal,F,SI1,1.02,GIA,Emerald,4390.0
Super Ideal,H,VS1,0.54,GIA,Asscher,1150.0
Super Ideal,E,VVS1,0.32,GIA,Oval,860.0
Ideal,E,VVS1,0.4,GIA,Pear,1060.0
Very Good,D,SI1,0.61,GIA,Round,1846.67
Ideal,D,VS1,0.7,GIA,Pear,2385.0
Ideal,J,VVS2,0.5,GIA,Cushion,820.0
Super Ideal,D,SI2,0.78,GIA,Round,2760.0
Very Good,H,VS1,2.32,IGI,Cushion,13760.0
Ideal,F,SI2,0.42,GIA,Emerald,660.0
Super Ideal,G,VS2,1.26,GIA,Round,8170.0
Super Ideal,G,VS1,0.39,GIA,Round,1150.0
Super Ideal,F,VS2,0.35,GIA,Emerald,790.0
Ideal,E,SI2,1.02,GIA,Oval,3730.0
Ideal,F,SI1,0.54,GIA,Oval,1310.0
Very Good,I,VS1,0.4,GIA,Pear,730.0
Super Ideal,E,VVS1,0.87,GIA,Round,6615.0
Ideal,I,VVS1,0.7,GIA,Oval,2260.0
Ideal,E,VS1,0.4,GIA,Marquise,1035.0
Very Good,F,SI2,2.01,IGI,Heart,10070.0
Super Ideal,G,SI2,1.09,GIA,Round,5070.0
Super Ideal,D,VS2,0.73,GIA,Round,3223.33
Ideal,J,VS2,0.81,GIA,Oval,2180.0
Very Good,D,VS2,0.91,GIA,Round,4970.0
Super Ideal,F,IF,0.84,GIA,Round,6100.0
Super Ideal,H,VS2,0.73,GIA,Oval,2800.0
Super Ideal,H,SI2,1.31,GIA,Round,7120.0
Good,F,VS1,0.9,GIA,Asscher,2730.0
Ideal,H,VS1,1.02,GIA,Pear,4520.0
Ideal,J,VVS1,0.5,GIA,Emerald,1044.0
Very Good,F,VVS1,1.0,GIA,Cushion,5570.0
Super Ideal,G,VS2,1.79,GIA,Round,17210.0
Very Good,F,VS2,0.91,GIA,Round,4470.0
Super Ideal,E,VVS1,0.81,GIA,Round,5005.0
Super Ideal,H,SI2,2.53,GIA,Cushion,16140.0
Ideal,H,VVS1,0.51,GIA,Oval,1180.0
Ideal,E,IF,0.3,GIA,Pear,745.0
Super Ideal,H,VVS1,0.63,GIA,Round,2473.33
Very Good,H,VVS1,0.61,GIA,Round,2210.0
Ideal,E,SI1,0.32,GIA,Heart,670.0
Ideal,D,SI2,0.52,GIA,Oval,1320.0
Super Ideal,G,VS2,1.0,GIA,Round,7376.4
Super Ideal,D,VVS2,0.32,GIA,Round,1022.05
Super Ideal,G,VS2,0.51,GIA,Round,2181.28
Very Good,J,VS1,0.96,GIA,Princess,2700.0
Super Ideal,I,VVS2,1.9,GIA,Asscher,10500.0
Very Good,H,IF,1.1,GIA,Heart,6000.0
Super Ideal,F,SI1,0.59,GIA,Round,1995.0
Ideal,H,SI2,0.8,GIA,Pear,1820.0
Super Ideal,F,SI2,1.0,GIA,Emerald,3280.0
Super Ideal,J,VVS2,0.41,GIA,Round,860.0
Ideal,E,SI1,0.52,GIA,Marquise,1280.0
Super Ideal,G,SI2,1.52,IGI,Heart,5560.0
Super Ideal,D,VS1,1.55,GIA,Cushion,9660.0
Super Ideal,G,SI2,1.6,GIA,Oval,9380.0
Super Ideal,I,SI2,0.71,GIA,Round,1873.33
Very Good,D,SI1,0.37,GIA,Round,800.0
Very Good,I,SI1,0.59,GIA,Princess,1060.0
Ideal,F,SI2,0.9,GIA,Pear,2835.0
Ideal,D,SI1,0.84,GIA,Oval,3110.0
Ideal,D,SI1,0.91,GIA,Cushion,3460.0
Ideal,D,SI1,0.59,GIA,Emerald,1130.0
Very Good,H,VS1,0.8,GIA,Pear,2500.0
Ideal,D,SI1,1.5,GIA,Pear,11830.0
Good,F,SI1,1.0,GIA,Round,4940.0
Very Good,D,SI2,0.71,GIA,Pear,1780.0
Super Ideal,G,VVS2,0.4,GIA,Oval,1130.0
Ideal,H,VS1,0.9,GIA,Princess,3060.0
