cut,color,clarity,carat,report,shape,price
Super Ideal,E,VS2,0.51,GIA,Round,2228.97
Super Ideal,J,VVS1,0.52,GIA,Round,1216.67
Super Ideal,H,IF,0.33,GIA,Round,859.33
Super Ideal,G,VS1,1.11,GIA,Round,8840.0
Ideal,E,SI2,1.02,GIA,Pear,4490.0
Super Ideal,G,VS1,0.91,GIA,Round,5085.0
Ideal,G,VVS1,0.28,GIA,Round,710.0
Very Good,I,SI2,1.5,IGI,Princess,4825.0
Super Ideal,H,VS2,0.94,GIA,Round,4550.0
Ideal,G,SI1,0.52,GIA,Princess,1060.0
Super Ideal,F,VS2,0.31,GIA,Pear,650.0
Super Ideal,J,VS2,1.16,GIA,Round,5095.0
Super Ideal,J,SI2,1.7,GIA,Oval,8910.0
Super Ideal,J,VS2,1.2,GIA,Cushion,3670.0
Super Ideal,E,VS2,0.63,GIA,Round,2647.5
Super Ideal,J,VS2,1.02,GIA,Princess,3330.0
Very Good,I,VVS2,0.91,GIA,Round,3480.0
Ideal,E,SI2,0.8,GIA,Oval,2643.33
Super Ideal,F,FL,0.53,GIA,Round,2510.0
Ideal,E,VS1,0.54,GIA,Oval,1300.0
Very Good,F,SI1,0.33,GIA,Round,700.0
Ideal,D,SI1,0.33,GIA,Oval,660.0
Good,H,VS1,0.7,GIA,Round,2365.0
Super Ideal,H,SI2,1.28,GIA,Round,6080.0
Super Ideal,J,VS1,1.06,GIA,Round,4430.0
Ideal,J,SI1,1.0,GIA,Princess,2660.0
Super Ideal,I,VVS2,1.02,GIA,Round,5934.0
Super Ideal,G,IF,0.45,GIA,Round,1646.67
Very Good,G,SI2,0.8,IGI,Round,1990.0
Super Ideal,J,IF,0.59,GIA,Round,1660.0
Ideal,J,SI1,0.9,GIA,Round,2780.0
Ideal,E,IF,0.34,GIA,Round,1110.0
Ideal,E,VS1,0.38,GIA,Princess,680.0
Good,F,SI1,0.5,GIA,Pear,1030.0
Ideal,D,VS1,0.99,GIA,Oval,6490.0
Good,F,SI2,1.0,GIA,Princess,3480.0
Very Good,H,VS2,2.0,GIA,Oval,17510.0
Good,F,SI1,0.52,GIA,Princess,1240.0
Very Good,J,VVS1,0.83,GIA,Round,2820.0
Super Ideal,E,SI1,1.2,GIA,Oval,7587.5
Very Good,G,VVS2,0.31,GIA,Round,770.0
Very Good,I,VVS2,0.83,GIA,Round,2710.0
Ideal,D,VS2,0.4,GIA,Oval,1038.12
Good,G,SI1,1.0,IGI,Round,3720.0
Very Good,H,VS2,0.45,GIA,Round,1142.0
Super Ideal,D,VS1,0.94,GIA,Round,6230.0
Ideal,J,VVS1,0.56,IGI,Round,1680.0
Super Ideal,I,VS1,0.52,GIA,Round,1727.5
Super Ideal,E,IF,0.32,GIA,Round,1123.8
Good,F,VVS2,0.5,GIA,Emerald,1250.0
Super Ideal,E,SI2,1.56,GIA,Princess,9680.0
Super Ideal,I,VVS2,0.4,GIA,Emerald,820.0
Super Ideal,I,VVS2,0.4,GIA,Round,904.0
Good,J,VS1,0.5,IGI,Round,1430.0
Ideal,F,VS2,1.52,GIA,Princess,10260.0
Very Good,F,VS1,0.49,GIA,Emerald,1210.0
Super Ideal,G,SI1,0.77,GIA,Round,2950.0
Ideal,G,SI2,0.61,GIA,Emerald,1280.0
Very Good,H,SI2,1.01,GIA,Cushion,2650.0
Super Ideal,F,SI1,0.9,GIA,Emerald,2510.0
Super Ideal,J,VS1,1.3,GIA,Emerald,5230.0
Super Ideal,F,VS2,1.55,GIA,Radiant,11840.0
Ideal,D,SI2,0.41,GIA,Round,1070.0
Ideal,I,SI1,0.4,GIA,Pear,715.0
Ideal,H,VVS2,0.36,GIA,Heart,740.0
Super Ideal,H,IF,1.4,GIA,Round,11770.0
Very Good,D,SI1,0.3,GIA,Marquise,696.0
Good,J,SI2,1.21,GIA,Marquise,3510.0
Good,E,VVS1,1.0,GIA,Pear,8050.0
Very Good,J,SI1,1.5,GIA,Cushion,6000.0
Super Ideal,I,VS2,0.91,GIA,Asscher,2655.0
Ideal,D,SI1,0.81,GIA,Emerald,1950.0
Ideal,D,IF,0.34,GIA,Marquise,1160.0
Super Ideal,F,VVS2,1.71,GIA,Round,18310.0
Very Good,G,VS2,0.31,GIA,Princess,503.33
Super Ideal,J,VS1,0.72,GIA,Round,2045.0
Super Ideal,F,VVS1,0.86,GIA,Round,6070.0
Ideal,D,SI1,0.62,GIA,Round,1900.0
Very Good,D,SI2,1.01,GIA,Oval,4130.0
Super Ideal,H,SI1,1.2,GIA,Round,6423.33
Super Ideal,E,VVS2,1.0,GIA,Cushion,6250.0
Good,G,SI1,0.7,GIA,Princess,1830.0
Super Ideal,I,VVS1,1.5,GIA,Round,10200.0
Super Ideal,I,VVS1,0.33,GIA,Princess,530.0
Very Good,D,SI1,0.92,GIA,Cushion,3530.0
Super Ideal,I,VVS1,0.31,GIA,Round,696.67
Ideal,D,SI1,0.71,GIA,Marquise,2220.0
Ideal,F,SI2,1.02,GIA,Princess,3460.0
Super Ideal,E,FL,0.62,GIA,Round,3760.0
Ideal,I,SI2,1.51,IGI,Oval,5905.0
Super Ideal,D,VS1,0.46,GIA,Pear,1060.0
Ideal,F,VS1,0.41,GIA,Marquise,910.0
Super Ideal,H,VVS2,0.43,GIA,Round,1270.0
Super Ideal,H,SI2,2.7,IGI,Princess,13780.0
Super Ideal,H,SI2,2.01,GIA,Round,15071.0
Very Good,G,SI2,1.0,IGI,Round,3346.67
Super Ideal,D,IF,0.39,GIA,Round,1798.33
Super Ideal,I,VS1,0.7,GIA,Round,2527.5
Super Ideal,I,VS2,1.13,GIA,Round,5970.0
Very Good,F,VVS1,1.01,GIA,Emerald,5690.0
Ideal,I,SI2,1.72,GIA,Pear,9740.0
Super Ideal,D,SI1,0.44,GIA,Round,1175.0
Super Ideal,F,VS1,1.1,GIA,Emerald,5780.0
Ideal,E,IF,0.36,GIA,Round,1170.0
Very Good,I,SI2,0.5,GIA,Princess,820.0
Super Ideal,D,SI2,0.36,GIA,Round,825.71
Ideal,J,VS2,0.66,GIA,Pear,1510.0
Very Good,F,VS1,0.32,GIA,Marquise,810.0
Good,I,VS1,0.6,GIA,Round,1740.0
Ideal,G,VS2,0.3,GIA,Oval,606.43
Very Good,D,VVS2,0.3,GIA,Heart,812.5
Ideal,D,VVS1,0.61,GIA,Pear,2170.0
Super Ideal,I,SI1,0.73,GIA,Princess,1670.0
Super Ideal,D,VS2,0.3,GIA,Pear,710.0
Ideal,I,VVS2,0.33,GIA,Princess,640.0
Super Ideal,F,VS2,0.91,GIA,Round,5435.0
Ideal,F,SI2,1.01,GIA,Heart,3540.0
Super Ideal,E,IF,0.5,GIA,Round,2625.93
Super Ideal,E,SI1,0.71,GIA,Oval,2330.0
Ideal,D,VVS2,0.5,GIA,Cushion,1470.0
Super Ideal,I,VS1,1.93,GIA,Emerald,13750.0
Good,D,SI1,0.53,GIA,Marquise,1300.0
Super Ideal,G,VS2,0.87,GIA,Round,3900.0
Ideal,H,VS2,0.54,GIA,Pear,1260.0
Super Ideal,E,SI1,0.71,GIA,Cushion,2040.0
Super Ideal,F,SI2,1.7,GIA,Cushion,8480.0
Ideal,F,SI2,0.32,GIA,Princess,500.0
Very Good,J,VS2,0.37,GIA,Round,640.0
Super Ideal,G,VVS2,1.71,GIA,Cushion,13900.0
Ideal,H,VS2,0.8,GIA,Oval,2843.33
Super Ideal,G,VVS1,1.56,GIA,Emerald,11010.0
Super Ideal,H,VVS1,2.03,GIA,Princess,15840.0
Ideal,G,VS2,0.7,GIA,Heart,2220.0
Ideal,F,VVS1,0.51,GIA,Oval,1600.0
Ideal,H,VS1,0.35,GIA,Princess,675.0
Super Ideal,F,IF,0.4,GIA,Round,1423.67
Ideal,D,SI1,0.46,GIA,Emerald,890.0
Ideal,F,SI1,0.43,GIA,Oval,990.0
Ideal,I,VVS1,0.34,GIA,Round,680.0
Super Ideal,F,VS2,0.62,GIA,Round,2551.43
Ideal,I,SI2,1.5,GIA,Oval,8343.33
Super Ideal,H,VVS2,0.66,GIA,Round,2615.0
Ideal,E,VVS1,0.59,GIA,Oval,1910.0
Super Ideal,F,SI1,0.86,GIA,Round,3810.0
Very Good,H,SI2,2.01,IGI,Oval,12470.0
Ideal,J,SI2,0.57,GIA,Pear,840.0
Ideal,F,SI1,0.9,GIA,Heart,3056.67
Ideal,H,SI1,2.01,GIA,Asscher,9860.0
Super Ideal,G,VVS2,0.6,GIA,Emerald,1640.0
Super Ideal,I,VVS1,0.61,GIA,Cushion,1230.0
Ideal,G,SI1,0.7,GIA,Emerald,1863.33
Super Ideal,G,VVS1,0.27,GIA,Round,683.0
Ideal,D,SI2,1.7,GIA,Pear,11420.0
Super Ideal,E,VVS1,0.51,GIA,Princess,1700.0
Very Good,E,SI1,0.54,GIA,Marquise,1500.0
Very Good,F,VVS1,0.47,GIA,Oval,1490.0
Super Ideal,D,VVS1,0.25,GIA,Round,784.5
Very Good,F,SI2,0.75,GIA,Princess,1950.0
Super Ideal,G,SI2,0.3,GIA,Round,622.08
Good,D,VVS1,0.5,GIA,Emerald,1420.0
Ideal,I,SI2,1.29,GIA,Oval,5960.0
Ideal,D,IF,0.3,GIA,Princess,980.0
Super Ideal,D,SI1,0.72,GIA,Round,2792.5
Super Ideal,E,SI1,0.52,GIA,Cushion,1120.0
Super Ideal,D,SI2,0.6,GIA,Round,1791.43
Ideal,E,SI1,0.38,GIA,Princess,650.0
Ideal,H,VS2,0.36,GIA,Emerald,540.0
Super Ideal,H,VS1,0.83,GIA,Round,3972.5
Super Ideal,D,SI1,0.96,GIA,Oval,4780.0
Very Good,G,VVS1,0.44,GIA,Oval,1120.0
Super Ideal,H,VVS1,0.44,GIA,Pear,990.0
Very Good,I,SI2,2.0,IGI,Princess,8460.0
Ideal,G,SI2,0.58,GIA,Pear,1360.0
Super Ideal,E,SI2,0.83,GIA,Round,2710.0
Very Good,H,VS2,0.71,IGI,Cushion,2570.0
Good,D,VS2,0.77,GIA,Princess,3080.0
Good,D,VVS2,0.35,GIA,Princess,740.0
Ideal,E,VVS2,1.72,GIA,Heart,14840.0
Ideal,E,IF,0.54,GIA,Emerald,1600.0
Very Good,G,SI2,0.33,GIA,Round,490.0
Very Good,F,VS1,0.7,GIA,Emerald,2482.5
Ideal,I,SI2,0.52,GIA,Round,1140.0
Super Ideal,D,SI1,0.51,GIA,Pear,1350.0
Super Ideal,G,SI2,1.72,IGI,Princess,7000.0
Super Ideal,G,SI2,1.0,GIA,Pear,3680.0
Very Good,J,SI1,0.92,GIA,Radiant,2190.0
Ideal,J,SI2,0.71,GIA,Round,1810.0
Super Ideal,D,SI1,0.53,GIA,Oval,1410.0
Super Ideal,F,IF,1.21,GIA,Round,11260.0
Very Good,F,VS2,0.8,GIA,Round,3718.0
Good,E,SI2,0.95,GIA,Princess,3980.0
Very Good,G,VS2,0.9,GIA,Cushion,3050.0
Very Good,H,VS2,0.59,GIA,Round,2035.0
Super Ideal,G,SI2,0.77,GIA,Round,2720.0
Ideal,E,SI1,0.35,GIA,Round,830.0
Super Ideal,E,IF,0.37,GIA,Round,1390.0
Super Ideal,G,SI1,1.9,GIA,Round,16770.0
Ideal,G,VVS1,0.52,GIA,Oval,1650.0
Ideal,E,VS1,0.35,GIA,Pear,740.0
Super Ideal,D,VVS2,1.6,GIA,Radiant,14830.0
Super Ideal,E,VS2,0.28,GIA,Round,630.0
Super Ideal,J,SI2,1.9,GIA,Round,10850.0
Super Ideal,H,VVS1,1.72,GIA,Cushion,11460.0
Very Good,H,VS1,0.48,GIA,Emerald,910.0
Ideal,J,VVS2,1.08,IGI,Round,4360.0
Very Good,G,IF,0.41,GIA,Round,1110.0
Ideal,J,VS2,1.2,IGI,Round,4780.0
Super Ideal,D,VS1,0.8,GIA,Round,4316.92
Super Ideal,G,VS2,0.44,GIA,Round,1200.0
Ideal,I,VS1,0.52,GIA,Radiant,1140.0
Ideal,D,SI1,0.7,GIA,Asscher,2270.0
Super Ideal,J,SI2,1.21,IGI,Cushion,2990.0
Very Good,G,VS1,0.4,GIA,Oval,1000.0
Very Good,F,VS2,0.51,GIA,Round,1778.33
Super Ideal,G,VS2,0.43,GIA,Round,1302.86
Super Ideal,F,VVS2,1.16,GIA,Round,8850.0
Very Good,E,SI2,0.92,GIA,Cushion,2700.0
Super Ideal,F,VVS2,0.6,GIA,Round,2718.33
Ideal,J,SI2,0.7,GIA,Oval,1720.0
Super Ideal,J,IF,0.45,GIA,Round,1240.0
Super Ideal,J,VS1,1.79,GIA,Round,10835.0
Super Ideal,G,VS2,1.9,GIA,Round,18780.0
Very Good,E,VS2,0.9,GIA,Round,4450.0
Super Ideal,D,VVS1,0.55,GIA,Round,2918.15
Very Good,E,SI1,0.66,GIA,Oval,1770.0
Super Ideal,H,VVS1,0.53,GIA,Heart,1390.0
Super Ideal,H,VS2,0.53,GIA,Round,2086.43
Good,H,VS2,0.9,GIA,Princess,2940.0
Super Ideal,G,VVS2,0.75,GIA,Round,3690.83
Ideal,G,SI2,1.06,GIA,Pear,4450.0
Ideal,D,VVS2,0.37,GIA,Pear,810.0
Good,G,SI1,0.38,GIA,Pear,680.0
Ideal,I,VVS2,0.74,GIA,Cushion,1730.0
Super Ideal,D,VS2,0.5,GIA,Round,2235.56
Super Ideal,F,SI1,0.7,GIA,Round,2811.25
Super Ideal,D,VS2,0.54,GIA,Round,2225.0
Ideal,I,VS2,0.72,GIA,Pear,2110.0
Ideal,E,VS2,0.38,GIA,Round,936.67
Ideal,E,SI2,0.7,GIA,Pear,1860.0
Ideal,F,SI2,0.3,GIA,Heart,565.0
Ideal,F,VVS1,0.71,GIA,Pear,3290.0
Super Ideal,I,VVS1,0.9,GIA,Round,4412.63
Super Ideal,G,VVS2,0.44,GIA,Round,1343.33
Ideal,E,SI2,0.51,GIA,Marquise,1230.0
Very Good,H,VVS2,1.05,GIA,Pear,4950.0
Super Ideal,E,VS2,0.31,GIA,Pear,690.0
Very Good,G,SI1,0.69,GIA,Heart,1860.0
Ideal,I,SI1,1.5,GIA,Cushion,7183.33
Very Good,F,VVS2,0.91,GIA,Cushion,3510.0
Very Good,J,VVS1,1.03,GIA,Princess,3340.0
Super Ideal,I,SI1,1.79,GIA,Oval,11590.0
Super Ideal,D,VS1,1.02,GIA,Oval,6760.0
Good,J,VVS2,1.0,GIA,Princess,3120.0
Good,E,VS2,0.7,GIA,Princess,2070.0
Super Ideal,D,VVS1,1.42,GIA,Round,13630.0
Ideal,J,VS2,1.01,GIA,Heart,3390.0
Super Ideal,H,VS1,1.4,GIA,Round,9992.5
Ideal,H,SI2,0.65,GIA,Oval,1670.0
Ideal,J,VVS2,0.38,GIA,Round,740.0
Super Ideal,E,SI2,0.51,GIA,Oval,1270.0
Very Good,D,VVS1,0.51,GIA,Emerald,1610.0
Ideal,G,SI2,1.51,IGI,Round,6532.86
Ideal,D,SI2,0.35,GIA,Round,870.0
Ideal,F,VVS2,0.76,GIA,Pear,3350.0
Super Ideal,E,VVS2,1.4,GIA,Princess,11180.0
Ideal,G,SI1,0.4,GIA,Round,1024.72
Ideal,G,VVS1,0.74,GIA,Princess,2390.0
Very Good,E,VVS1,0.3,GIA,Heart,800.0
Super Ideal,J,SI1,0.34,GIA,Round,520.0
Good,E,VVS2,1.0,GIA,Cushion,4400.0
Very Good,D,SI2,1.2,GIA,Round,5765.0
Ideal,H,VS1,0.31,IGI,Round,730.0
Super Ideal,E,VVS1,0.51,GIA,Emerald,1692.5
Ideal,E,VVS1,0.31,GIA,Pear,773.33
Ideal,F,SI2,1.0,GIA,Pear,3808.33
Ideal,H,IF,0.41,GIA,Round,1110.0
Ideal,D,VVS2,1.23,GIA,Asscher,8530.0
Super Ideal,E,VVS2,0.31,GIA,Round,951.98
Very Good,E,SI2,1.21,GIA,Pear,5780.0
Ideal,E,SI1,0.35,GIA,Princess,606.0
Very Good,I,VS1,0.56,GIA,Cushion,1080.0
Ideal,E,SI1,0.4,GIA,Emerald,680.0
Good,E,VS2,1.51,GIA,Radiant,10300.0
Very Good,H,VVS1,0.45,GIA,Marquise,880.0
Very Good,F,SI1,2.02,GIA,Cushion,17760.0
Ideal,D,SI2,2.01,IGI,Round,11460.0
Ideal,I,VS2,0.81,GIA,Oval,2720.0
Super Ideal,G,VVS2,0.31,GIA,Round,807.5
Super Ideal,J,VVS2,1.31,GIA,Round,6545.0
Super Ideal,I,VVS2,2.01,GIA,Round,16075.0
Very Good,E,SI1,0.9,GIA,Cushion,2810.0
Super Ideal,D,VVS1,0.3,GIA,Emerald,796.67
Super Ideal,F,SI1,2.01,GIA,Round,17880.0
Ideal,D,SI1,0.4,GIA,Round,1119.17
Ideal,F,IF,0.56,GIA,Emerald,1840.0
Super Ideal,D,IF,0.33,GIA,Round,1410.0
Very Good,I,SI2,1.25,GIA,Round,5530.0
Super Ideal,H,VS1,0.74,GIA,Round,3195.0
Super Ideal,D,FL,0.87,GIA,Round,8400.0
Good,D,VS1,0.8,GIA,Princess,3320.0
Super Ideal,J,IF,1.33,GIA,Round,7050.0
Ideal,G,IF,0.7,GIA,Pear,2340.0
Ideal,F,IF,0.42,GIA,Pear,1040.0
Very Good,F,VVS1,0.95,GIA,Cushion,3630.0
Super Ideal,F,IF,1.52,GIA,Cushion,11620.0
Ideal,G,SI2,0.51,GIA,Emerald,938.0
Super Ideal,E,VS2,0.39,GIA,Round,1110.0
Ideal,G,SI2,1.29,IGI,Round,5300.0
Ideal,E,VS1,0.35,GIA,Round,1000.0
Very Good,J,IF,0.3,GIA,Round,704.0
Very Good,E,SI1,0.8,GIA,Oval,2790.0
Very Good,I,VVS1,0.47,GIA,Round,850.0
Ideal,H,SI2,2.19,IGI,Round,10020.0
Very Good,I,VS2,0.46,GIA,Marquise,800.0
Super Ideal,E,VS1,0.75,GIA,Round,3735.0
Ideal,J,SI2,2.12,GIA,Round,11340.0
Ideal,F,VS2,0.32,IGI,Round,780.0
Super Ideal,H,SI1,0.6,GIA,Round,1864.12
Very Good,G,SI2,1.0,GIA,Round,4207.0
Good,E,SI2,0.52,GIA,Marquise,1180.0
Super Ideal,F,SI1,0.57,GIA,Round,1780.0
Very Good,J,VS1,0.4,GIA,Round,758.75
Ideal,F,VVS1,0.42,GIA,Marquise,1110.0
Ideal,H,SI1,0.9,GIA,Princess,2890.0
Super Ideal,F,VVS1,0.52,GIA,Round,2458.89
Super Ideal,I,VS1,0.66,GIA,Round,2420.0
Super Ideal,I,SI2,1.61,GIA,Oval,8160.0
Super Ideal,E,VS2,1.21,GIA,Round,9160.0
Ideal,D,SI2,0.32,GIA,Marquise,730.0
Ideal,E,VS2,1.84,GIA,Round,19520.0
Ideal,J,SI2,0.4,GIA,Round,648.33
Ideal,I,VS2,0.51,GIA,Princess,1150.0
Ideal,D,VS1,0.46,GIA,Round,1638.0
Good,J,VS1,1.0,GIA,Asscher,3060.0
Super Ideal,J,VS1,0.8,GIA,Round,2802.5
Super Ideal,F,VVS1,0.37,GIA,Round,1282.08
Super Ideal,F,VS2,1.8,GIA,Princess,13680.0
Ideal,F,IF,0.35,GIA,Round,1400.0
Very Good,E,VVS2,1.2,GIA,Cushion,6120.0
Ideal,I,VS1,0.52,GIA,Cushion,900.0
Very Good,I,VS2,0.36,GIA,Round,670.0
Ideal,E,VS1,0.32,GIA,Emerald,670.0
Ideal,I,VVS2,1.2,GIA,Round,6210.0
Very Good,I,VVS2,0.74,GIA,Round,2340.0
Super Ideal,E,VS1,0.7,GIA,Cushion,2120.0
Ideal,D,SI2,1.71,IGI,Round,9300.0
Super Ideal,G,SI1,0.45,GIA,Round,1176.67
Very Good,G,SI1,0.8,GIA,Round,2745.71
Super Ideal,I,VVS1,1.5,GIA,Princess,8590.0
Super Ideal,G,SI2,1.01,GIA,Emerald,3296.67
Ideal,E,VS2,0.41,GIA,Emerald,1100.0
Super Ideal,E,VS2,1.02,GIA,Round,7170.0
Very Good,G,VS1,1.03,GIA,Round,6640.0
Very Good,J,VS1,0.51,GIA,Princess,840.0
Super Ideal,G,SI1,0.5,GIA,Oval,1370.0
Super Ideal,H,SI2,0.56,GIA,Round,1610.0
Good,F,VS1,1.0,IGI,Round,4770.0
Ideal,H,VS1,0.37,GIA,Round,810.0
Ideal,D,IF,0.33,GIA,Pear,1120.0
Very Good,D,VS2,0.9,GIA,Cushion,3760.0
Super Ideal,H,VS2,2.02,GIA,Round,18300.0
Super Ideal,J,VVS2,0.56,GIA,Round,1336.67
Super Ideal,F,SI2,2.51,GIA,Pear,16070.0
Super Ideal,G,IF,0.46,GIA,Round,1676.67
Super Ideal,E,VVS2,0.85,GIA,Round,5010.0
Super Ideal,H,VS1,0.38,GIA,Round,1036.67
Very Good,D,VVS1,0.35,GIA,Round,935.0
Good,F,SI2,0.41,GIA,Emerald,650.0
Ideal,E,SI2,0.97,IGI,Round,3040.0
Ideal,G,VVS1,0.91,GIA,Oval,4740.0
Very Good,G,VS1,0.77,GIA,Pear,3170.0
Very Good,H,SI1,0.65,GIA,Oval,1630.0
Ideal,I,VS2,0.36,GIA,Round,660.0
Super Ideal,G,VVS1,0.9,GIA,Emerald,3870.0
Ideal,F,VS2,0.9,GIA,Round,4440.0
Ideal,G,VVS2,0.5,GIA,Oval,1295.0
Ideal,D,VS2,0.66,GIA,Emerald,1670.0
Very Good,E,VVS2,1.01,GIA,Cushion,4770.0
Super Ideal,F,SI2,1.51,IGI,Oval,6200.0
Super Ideal,D,FL,0.8,GIA,Round,6190.0
Super Ideal,F,VVS1,0.4,GIA,Round,1363.57
Ideal,I,VS2,1.2,GIA,Oval,6443.33
Ideal,G,SI2,1.79,GIA,Oval,12440.0
Ideal,I,SI1,0.72,GIA,Oval,2245.0
Ideal,J,SI2,0.6,GIA,Oval,1130.0
Ideal,H,VS1,0.95,GIA,Emerald,3240.0
Very Good,H,VVS2,0.3,IGI,Round,740.0
Very Good,H,SI1,1.32,GIA,Cushion,5080.0
Ideal,E,VVS1,1.0,GIA,Emerald,5120.0
Good,F,VS2,1.03,GIA,Cushion,4210.0
Ideal,G,SI2,1.2,IGI,Oval,4541.82
Ideal,J,VVS1,1.0,IGI,Round,4260.0
Super Ideal,E,SI2,2.01,GIA,Pear,14220.0
Ideal,H,VS2,0.52,GIA,Pear,1170.0
Very Good,D,VS2,0.4,GIA,Princess,810.0
Super Ideal,H,IF,1.05,GIA,Cushion,4490.0
Super Ideal,G,VVS1,0.35,GIA,Pear,800.0
Super Ideal,D,IF,0.57,GIA,Round,3736.88
Ideal,H,VVS1,0.3,GIA,Emerald,570.0
Super Ideal,D,SI2,0.71,GIA,Princess,1820.0
Very Good,F,VVS1,1.6,GIA,Pear,14490.0
Super Ideal,E,SI1,1.0,GIA,Cushion,3660.0
Very Good,H,VVS2,1.5,GIA,Round,10076.67
Super Ideal,J,VS1,1.6,GIA,Round,8640.0
Ideal,G,SI2,0.59,GIA,Pear,1275.0
Ideal,F,SI2,1.86,IGI,Round,10470.0
Very Good,F,VS1,0.46,GIA,Round,1376.15
Super Ideal,D,VS2,1.71,GIA,Round,17103.33
Very Good,E,VVS2,0.7,GIA,Round,3215.71
Super Ideal,E,VS2,1.25,GIA,Round,10520.0
Super Ideal,I,VS1,1.07,GIA,Emerald,4380.0
Ideal,H,VVS2,0.5,GIA,Oval,1310.0
Super Ideal,E,VVS1,0.72,GIA,Round,4096.0
Ideal,E,SI2,1.4,IGI,Round,5892.0
Ideal,E,VVS2,0.5,GIA,Emerald,1456.43
Ideal,J,VS1,0.9,GIA,Pear,2580.0
Very Good,H,VS1,0.51,GIA,Round,2020.0
Very Good,G,VS2,0.5,GIA,Emerald,1195.0
Ideal,F,VS2,0.31,GIA,Marquise,585.0
Ideal,H,VVS2,0.91,GIA,Heart,3850.0
Super Ideal,H,VVS2,1.9,GIA,Round,18840.0
Very Good,E,SI1,0.9,GIA,Pear,4690.0
Super Ideal,H,VVS2,0.82,GIA,Round,3970.0
Super Ideal,D,SI1,0.75,GIA,Oval,3080.0
Very Good,J,SI2,1.01,GIA,Round,3420.0
Very Good,D,VS2,0.4,GIA,Emerald,860.0
Super Ideal,D,SI2,1.23,GIA,Round,7280.0
Ideal,J,VVS2,0.53,GIA,Oval,1210.0
Ideal,E,VS2,2.0,GIA,Oval,19030.0
Very Good,D,VS2,1.01,GIA,Round,7190.0
Super Ideal,J,VVS1,0.51,GIA,Round,1360.0
Super Ideal,F,SI1,1.9,GIA,Princess,12950.0
Super Ideal,G,IF,1.08,GIA,Round,8875.0
Super Ideal,F,SI2,0.72,GIA,Round,2235.0
Ideal,I,SI1,0.45,GIA,Emerald,580.0
Super Ideal,J,VS2,1.7,GIA,Round,10170.0
Ideal,D,VVS1,0.35,GIA,Pear,860.0
Ideal,H,VVS2,1.22,GIA,Emerald,6470.0
Super Ideal,E,IF,0.64,GIA,Round,3575.0
Ideal,G,SI1,0.73,GIA,Cushion,2250.0
Super Ideal,J,SI2,1.21,GIA,Round,4930.0
Ideal,E,VS2,0.8,GIA,Oval,3580.0
Super Ideal,H,SI1,0.34,GIA,Heart,680.0
Good,I,VS1,1.0,GIA,Heart,3700.0
Very Good,G,VVS2,0.41,GIA,Princess,840.0
Super Ideal,D,VS2,0.75,GIA,Heart,2740.0
Ideal,D,SI2,2.0,GIA,Oval,16650.0
Super Ideal,J,VS1,2.01,GIA,Round,13620.0
Very Good,F,VVS1,1.01,GIA,Princess,5080.0
Very Good,G,SI2,0.83,IGI,Round,2180.0
Super Ideal,I,VS2,0.65,GIA,Round,2130.0
Ideal,J,VS1,0.5,GIA,Pear,970.0
Super Ideal,G,IF,0.51,GIA,Round,2200.0
Very Good,J,VVS2,1.0,IGI,Round,3725.0
Super Ideal,H,SI1,1.02,GIA,Oval,5040.0
Ideal,D,VS2,0.36,GIA,Pear,726.67
Super Ideal,F,SI2,0.8,GIA,Oval,2770.0
Super Ideal,J,VVS2,1.5,GIA,Round,8403.33
Super Ideal,I,SI1,2.6,GIA,Pear,19830.0
Ideal,F,VVS1,0.6,GIA,Pear,2150.0
Very Good,F,SI1,0.6,GIA,Pear,1430.0
Very Good,E,SI2,1.51,GIA,Radiant,8100.0
Very Good,H,SI1,0.8,GIA,Oval,2800.0
Super Ideal,J,IF,1.01,GIA,Round,5505.0
Ideal,E,VVS1,1.52,GIA,Oval,14960.0
Super Ideal,D,VVS1,1.31,GIA,Round,12580.0
Ideal,D,SI1,0.31,GIA,Oval,630.0
Very Good,H,VS2,0.33,GIA,Oval,610.0
Super Ideal,D,VS1,1.05,GIA,Cushion,4830.0
Super Ideal,G,VVS1,0.9,GIA,Round,5658.18
Super Ideal,F,SI2,1.33,GIA,Round,6810.0
Super Ideal,G,VS1,0.7,GIA,Round,3420.0
Very Good,H,SI2,1.0,IGI,Heart,2550.0
Very Good,D,SI2,0.7,GIA,Marquise,2223.33
Very Good,F,VVS2,0.29,GIA,Round,770.0
Very Good,I,IF,0.46,GIA,Round,1360.0
Ideal,G,VVS1,0.6,GIA,Emerald,1595.0
Very Good,I,SI2,0.9,GIA,Oval,2790.0
Super Ideal,F,VVS1,0.28,GIA,Round,730.0
Super Ideal,F,IF,1.13,GIA,Round,11020.0
Very Good,E,SI1,0.32,GIA,Oval,653.33
Ideal,H,SI2,0.7,GIA,Pear,1710.0
Super Ideal,F,SI2,1.4,GIA,Round,7978.75
Very Good,F,SI1,1.0,GIA,Cushion,3660.0
Ideal,E,VS2,0.72,GIA,Pear,2150.0
Good,F,VS2,2.02,GIA,Princess,17130.0
Ideal,F,VS2,0.5,GIA,Marquise,1190.0
Super Ideal,G,SI2,1.76,GIA,Round,10570.0
Very Good,E,VS2,0.52,GIA,Heart,1640.0
Ideal,I,SI2,1.4,IGI,Round,5650.0
Super Ideal,I,SI2,1.29,GIA,Heart,3350.0
